"date","geography","geography code","Proficiency in English language: Total: All usual residents aged 3 years and over","Proficiency in English language: Main language is English (English or Welsh in Wales)","Proficiency in English language: Main language is not English (English or Welsh in Wales)","Proficiency in English language: Main language is not English (English or Welsh in Wales): Can speak English very well","Proficiency in English language: Main language is not English (English or Welsh in Wales): Can speak English well","Proficiency in English language: Main language is not English (English or Welsh in Wales): Cannot speak English well","Proficiency in English language: Main language is not English (English or Welsh in Wales): Cannot speak English"
2021,"Sutton 009","E02000848",7909,6982,927,503,313,94,17
2021,"Sutton 010","E02000849",7858,7051,807,429,262,99,17
2021,"Sutton 011","E02000850",10489,9228,1261,662,420,153,26
2021,"Sutton 012","E02000851",11041,8336,2705,1336,967,362,40
2021,"Sutton 013","E02000852",7830,6638,1192,622,421,135,14
2021,"Sutton 014","E02000853",7892,6580,1312,688,439,160,25
2021,"Sutton 015","E02000854",7318,6735,583,335,178,63,7
2021,"Sutton 016","E02000855",7978,7299,679,395,198,76,10
2021,"Sutton 017","E02000856",9020,7770,1250,696,396,137,21
2021,"Sutton 018","E02000857",8655,6773,1882,1017,649,191,25
2021,"Sutton 019","E02000858",8253,7118,1135,556,402,154,23
2021,"Sutton 020","E02000859",8254,7424,830,460,259,91,20
2021,"Sutton 021","E02000860",8409,6499,1910,1005,651,218,36
2021,"Sutton 022","E02000861",7600,6928,672,443,155,67,7
2021,"Sutton 024","E02000863",6565,5966,599,354,171,56,18
2021,"Tower Hamlets 001","E02000864",10831,9013,1818,809,567,389,53
2021,"Tower Hamlets 002","E02000865",7719,5946,1773,631,517,519,106
2021,"Tower Hamlets 003","E02000866",10229,8531,1698,797,464,371,66
2021,"Tower Hamlets 004","E02000867",10943,8613,2330,1177,719,375,59
2021,"Tower Hamlets 005","E02000868",6990,5359,1631,786,486,300,59
2021,"Tower Hamlets 006","E02000869",5748,4571,1177,592,304,236,45
2021,"Tower Hamlets 007","E02000870",6159,4829,1330,572,427,282,49
2021,"Tower Hamlets 008","E02000871",11034,8056,2978,1080,1005,704,189
2021,"Tower Hamlets 009","E02000872",7902,5820,2082,956,586,447,93
2021,"Tower Hamlets 010","E02000873",9470,6929,2541,1077,818,561,85
2021,"Tower Hamlets 011","E02000874",7236,5053,2183,823,754,511,95
2021,"Tower Hamlets 012","E02000875",13060,9717,3343,1264,1109,830,140
2021,"Tower Hamlets 013","E02000876",7000,4729,2271,805,812,559,95
2021,"Tower Hamlets 014","E02000877",13259,9717,3542,1525,1105,776,136
2021,"Tower Hamlets 015","E02000878",10130,6862,3268,1564,913,619,172
2021,"Tower Hamlets 016","E02000879",8041,5717,2324,778,822,595,129
2021,"Tower Hamlets 017","E02000880",6228,4251,1977,686,667,516,108
2021,"Tower Hamlets 018","E02000881",10364,7581,2783,1203,939,540,101
2021,"Tower Hamlets 019","E02000882",11019,8170,2849,981,970,688,210
2021,"Tower Hamlets 020","E02000883",8910,6258,2652,1031,912,585,124
2021,"Tower Hamlets 021","E02000884",12328,8074,4254,2125,1258,719,152
2021,"Tower Hamlets 022","E02000885",6803,4642,2161,673,796,575,117
2021,"Tower Hamlets 023","E02000886",9211,6681,2530,1238,736,466,90
2021,"Tower Hamlets 024","E02000887",10334,7339,2995,1293,988,597,117
2021,"Tower Hamlets 025","E02000888",8271,5860,2411,1063,733,505,110
2021,"Tower Hamlets 026","E02000889",8677,6349,2328,1252,656,346,74
2021,"Tower Hamlets 027","E02000890",5600,4506,1094,753,228,98,15
2021,"Tower Hamlets 030","E02000893",7116,5203,1913,1034,548,290,41
2021,"Tower Hamlets 031","E02000894",10517,7516,3001,1751,842,346,62
2021,"Waltham Forest 001","E02000895",8119,7198,921,341,365,184,31
2021,"Waltham Forest 002","E02000896",8993,8132,861,424,301,117,19
2021,"Waltham Forest 003","E02000897",8276,7268,1008,430,372,175,31
2021,"Waltham Forest 004","E02000898",7744,6843,901,349,356,169,27
2021,"Waltham Forest 005","E02000899",8520,6928,1592,563,664,325,40
2021,"Waltham Forest 006","E02000900",8625,6886,1739,570,775,343,51
2021,"Waltham Forest 007","E02000901",10089,8932,1157,583,394,155,25
2021,"Waltham Forest 008","E02000902",9484,7681,1803,708,753,305,37
2021,"Waltham Forest 009","E02000903",9857,7699,2158,847,841,414,56
2021,"Waltham Forest 010","E02000904",8090,6491,1599,599,714,253,33
2021,"Waltham Forest 011","E02000905",9857,7523,2334,885,1021,374,54
2021,"Waltham Forest 012","E02000906",9235,7083,2152,796,880,420,56
2021,"Waltham Forest 013","E02000907",10105,7763,2342,873,903,480,86
2021,"Waltham Forest 014","E02000908",12378,9318,3060,1362,1132,497,69
2021,"Waltham Forest 015","E02000909",8845,7283,1562,650,591,272,49
2021,"Waltham Forest 016","E02000910",10902,8142,2760,1021,1071,592,76
2021,"Waltham Forest 017","E02000911",12401,8980,3421,1257,1410,653,101
2021,"Waltham Forest 018","E02000912",9282,6999,2283,780,917,514,72
2021,"Waltham Forest 019","E02000913",9226,7064,2162,786,855,458,63
2021,"Waltham Forest 020","E02000914",11281,7858,3423,1082,1372,854,115
2021,"Waltham Forest 021","E02000915",7766,6179,1587,700,587,274,26
2021,"Waltham Forest 022","E02000916",10067,7329,2738,1027,1052,575,84
2021,"Waltham Forest 023","E02000917",9084,6483,2601,943,1092,491,75
2021,"Waltham Forest 024","E02000918",8898,6568,2330,889,980,413,48
2021,"Waltham Forest 025","E02000919",8812,6049,2763,1027,1115,520,101
2021,"Waltham Forest 026","E02000920",9907,7113,2794,1078,1093,541,82
2021,"Waltham Forest 027","E02000921",10760,7981,2779,979,1194,538,68
2021,"Waltham Forest 028","E02000922",10035,7089,2946,1036,1254,550,106
2021,"Wandsworth 001","E02000923",7290,5817,1473,930,379,149,15
2021,"Wandsworth 003","E02000925",7625,6057,1568,889,498,147,34
2021,"Wandsworth 004","E02000926",11236,8997,2239,1457,589,177,16
2021,"Wandsworth 005","E02000927",6867,5997,870,531,241,84,14
2021,"Wandsworth 006","E02000928",8084,7296,788,553,183,44,8
2021,"Wandsworth 007","E02000929",7783,5865,1918,988,657,220,53
2021,"Wandsworth 008","E02000930",9764,8263,1501,961,418,102,20
2021,"Wandsworth 009","E02000931",8461,7445,1016,788,173,47,8
2021,"Wandsworth 010","E02000932",12413,10495,1918,1333,419,147,19
2021,"Wandsworth 011","E02000933",8619,7364,1255,823,314,106,12
2021,"Wandsworth 012","E02000934",8625,7480,1145,760,288,81,16
2021,"Wandsworth 013","E02000935",7110,5426,1684,784,585,283,32
2021,"Wandsworth 014","E02000936",9098,7297,1801,1152,465,158,26
2021,"Wandsworth 015","E02000937",7853,6950,903,631,198,69,5
2021,"Wandsworth 016","E02000938",10402,8088,2314,1254,741,274,45
2021,"Wandsworth 017","E02000939",7505,6780,725,517,153,45,10
2021,"Wandsworth 018","E02000940",9024,7274,1750,964,525,221,40
2021,"Wandsworth 019","E02000941",9705,8660,1045,613,303,114,15
2021,"Wandsworth 020","E02000942",9319,8027,1292,824,329,118,21
2021,"Wandsworth 021","E02000943",8434,7466,968,610,239,101,18
2021,"Wandsworth 022","E02000944",7356,5350,2006,1007,688,278,33
2021,"Wandsworth 023","E02000945",7577,5362,2215,878,877,391,69
2021,"Wandsworth 024","E02000946",8104,6976,1128,657,321,124,26
2021,"Wandsworth 025","E02000947",8828,7656,1172,750,280,115,27
2021,"Wandsworth 026","E02000948",9695,8640,1055,624,304,109,18
2021,"Wandsworth 027","E02000949",9694,8927,767,477,213,64,13
2021,"Wandsworth 028","E02000950",7357,5479,1878,1019,602,219,38
2021,"Wandsworth 029","E02000951",6230,5526,704,366,221,93,24
2021,"Wandsworth 030","E02000952",5950,5185,765,400,227,125,13
2021,"Wandsworth 031","E02000953",7122,6153,969,563,300,96,10
2021,"Wandsworth 032","E02000954",5871,4903,968,446,322,174,26
2021,"Wandsworth 033","E02000955",6678,5448,1230,541,432,220,37
2021,"Wandsworth 034","E02000956",7187,5678,1509,648,569,258,34
2021,"Wandsworth 035","E02000957",10452,8278,2174,930,803,366,75
2021,"Wandsworth 036","E02000958",8015,6699,1316,590,430,252,44
2021,"Wandsworth 037","E02000959",7530,5771,1759,752,656,258,93
2021,"Westminster 001","E02000960",6015,4580,1435,875,409,136,15
2021,"Westminster 002","E02000961",9494,7209,2285,1303,660,280,42
2021,"Westminster 003","E02000962",7525,5464,2061,1150,575,293,43
2021,"Westminster 004","E02000963",10205,7931,2274,919,858,436,61
2021,"Westminster 005","E02000964",11780,9075,2705,1276,913,444,72
2021,"Westminster 006","E02000965",7602,5832,1770,1196,404,150,20
2021,"Westminster 007","E02000966",8997,6858,2139,1390,512,208,29
2021,"Westminster 008","E02000967",5926,4269,1657,1134,380,130,13
2021,"Westminster 009","E02000968",13995,9347,4648,1841,1570,1022,215
2021,"Westminster 010","E02000969",9343,6619,2724,1250,944,449,81
2021,"Westminster 011","E02000970",6676,4951,1725,1224,369,122,10
2021,"Westminster 012","E02000971",7301,5126,2175,1479,496,186,14
2021,"Westminster 013","E02000972",7752,5510,2242,1576,431,202,33
2021,"Westminster 014","E02000973",9654,7468,2186,1421,579,161,25
2021,"Westminster 015","E02000974",8483,5690,2793,1667,772,311,43
2021,"Westminster 016","E02000975",7228,4947,2281,1509,589,158,25
2021,"Westminster 017","E02000976",8211,5545,2666,1644,727,257,38
2021,"Westminster 018","E02000977",6272,4678,1594,931,482,156,25
2021,"Westminster 019","E02000978",6958,5048,1910,1168,580,144,18
2021,"Westminster 020","E02000979",7917,5948,1969,1271,470,209,19
2021,"Westminster 021","E02000980",8540,6407,2133,1194,630,268,41
2021,"Westminster 022","E02000981",8140,6559,1581,1081,361,129,10
2021,"Westminster 023","E02000982",7458,5705,1753,918,567,219,49
2021,"Westminster 024","E02000983",7522,5608,1914,1007,633,226,48
2021,"Bromley 040","E02006782",7842,7019,823,421,290,100,12
2021,"Lewisham 037","E02006783",7493,6183,1310,517,482,249,62
2021,"Lewisham 038","E02006784",7735,6393,1342,543,489,253,57
2021,"Bexley 029","E02006785",6388,5431,957,465,319,145,28
2021,"Greenwich 033","E02006786",7287,5889,1398,622,517,217,42
2021,"Bromley 041","E02006787",7597,7083,514,281,165,53,15
2021,"Croydon 045","E02006788",7308,6523,785,351,290,129,15
2021,"Bromley 042","E02006789",6617,6492,125,76,34,13,2
2021,"Ealing 040","E02006791",7284,5986,1298,794,334,163,7
2021,"Hounslow 029","E02006792",8720,6626,2094,1289,568,208,29
2021,"Enfield 037","E02006793",9257,6077,3180,960,1170,882,168
2021,"Haringey 037","E02006794",7954,5405,2549,725,890,769,165
2021,"Harrow 032","E02006795",8033,5148,2885,1328,1128,383,46
2021,"Hillingdon 033","E02006796",9307,7630,1677,813,593,231,40
2021,"Lewisham 039","E02006798",8599,6628,1971,869,590,417,95
2021,"Barking and Dagenham 023","E02006799",11508,8741,2767,1093,1107,508,59
2021,"Redbridge 034","E02006800",13981,9254,4727,1780,1896,930,121
2021,"Lambeth 036","E02006801",8422,6365,2057,1213,613,199,32
2021,"Southwark 034","E02006802",9062,7233,1829,1006,573,217,33
2021,"Sutton 025","E02006836",8488,7470,1018,661,243,96,18
2021,"Tower Hamlets 032","E02006853",10560,7198,3362,2004,899,387,72
2021,"Tower Hamlets 033","E02006854",6839,4627,2212,1403,533,238,38
2021,"Harrow 033","E02006882",13914,8856,5058,2316,1845,753,144
2021,"Hackney 028","E02006918",7996,6172,1824,771,604,363,86
2021,"Hackney 029","E02006921",7304,5504,1800,589,583,535,93
2021,"Redbridge 035","E02006924",13130,9488,3642,1467,1394,684,97
2021,"Redbridge 036","E02006925",14030,10253,3777,1681,1413,585,98
2021,"Greenwich 034","E02006927",11866,9929,1937,1072,598,222,45
2021,"Greenwich 035","E02006928",11665,9188,2477,1554,648,233,42
2021,"Greenwich 037","E02006930",9423,7804,1619,1018,429,151,21
2021,"Greenwich 038","E02006931",9065,7803,1262,787,300,147,28
2021,"Southwark 035","E02006941",5212,4289,923,740,148,31,4
2021,"Southwark 036","E02006942",6549,5356,1193,840,255,85,13
2021,"Barnet 042","E02006953",8752,5281,3471,1580,1207,580,104
2021,"Barnet 043","E02006954",9688,6046,3642,1569,1431,569,73
2021,"Brent 035","E02006955",7225,4805,2420,1279,789,305,47
2021,"Brent 036","E02006956",8572,5702,2870,1246,1061,477,86
2021,"Ealing 041","E02006968",8111,5701,2410,1201,712,412,85
2021,"Ealing 042","E02006969",6159,4009,2150,1016,705,359,70
2021,"Ealing 043","E02006970",7057,3954,3103,1040,1171,707,185
2021,"Ealing 044","E02006971",8050,4366,3684,1239,1393,876,176
2021,"Hounslow 030","E02006972",5162,3892,1270,654,427,166,23
2021,"Hounslow 031","E02006973",8168,6321,1847,948,612,250,37
2021,"Croydon 046","E02006987",7053,5289,1764,1059,488,190,27
2021,"Croydon 047","E02006988",6804,5450,1354,628,506,183,37
2021,"Greenwich 039","E02006991",6082,4678,1404,948,315,117,24
2021,"Greenwich 040","E02006992",7812,6229,1583,1102,331,135,15
2021,"Greenwich 041","E02006993",8064,6144,1920,1228,495,171,26
2021,"Greenwich 042","E02006994",7263,5218,2045,952,692,329,72
2021,"Newham 038","E02006995",8363,6397,1966,1208,581,158,19
2021,"Newham 039","E02006996",8146,5688,2458,1220,851,337,50
2021,"Newham 040","E02006997",6653,4818,1835,1061,548,195,31
2021,"Newham 041","E02006998",6760,4787,1973,868,728,333,44
2021,"Newham 042","E02006999",10674,7872,2802,1755,792,226,29
2021,"Lewisham 040","E02007008",5555,3961,1594,970,426,175,23
2021,"Lewisham 041","E02007009",8760,6896,1864,839,604,352,69
2021,"Redbridge 037","E02007017",8482,6643,1839,831,697,271,40
2021,"Redbridge 038","E02007018",6894,5001,1893,824,697,318,54
2021,"Redbridge 039","E02007019",6764,3842,2922,1258,1017,561,86
2021,"Redbridge 040","E02007020",9361,5897,3464,1228,1423,713,100
2021,"Wandsworth 038","E02007083",7390,5399,1991,1445,406,126,14
2021,"Wandsworth 039","E02007084",9591,7276,2315,1186,751,336,42
2021,"Hackney 030","E02007108",5764,4628,1136,705,255,152,24
2021,"Hackney 031","E02007109",7370,6152,1218,634,312,231,41
2021,"Hackney 032","E02007110",7101,5185,1916,1180,449,248,39
2021,"Hackney 033","E02007111",5864,4276,1588,1027,382,158,21
2021,"Tower Hamlets 034","E02007112",5734,4116,1618,1101,385,112,20
2021,"Tower Hamlets 035","E02007113",7166,5110,2056,1203,570,236,47
2021,"Tower Hamlets 036","E02007114",7324,5186,2138,1251,603,247,37
2021,"Camden 029","E02007115",11363,8174,3189,1773,903,428,85
