"date","geography","geography code","UK armed forces veteran indicator: Total: All usual residents","UK armed forces veteran indicator: Previously served in UK armed forces","UK armed forces veteran indicator: Previously served in UK reserve armed forces","UK armed forces veteran indicator: Previously served in both regular and reserve UK armed forces","UK armed forces veteran indicator: Has not previously served in any UK armed forces"
2021,"Southwark 034","E02006802",8066,53,39,1,7973
2021,"Sutton 025","E02006836",7016,116,48,8,6844
2021,"Tower Hamlets 032","E02006853",9114,30,21,1,9062
2021,"Tower Hamlets 033","E02006854",6209,19,24,1,6165
2021,"Harrow 033","E02006882",11919,66,33,2,11818
2021,"Hackney 028","E02006918",6336,22,13,4,6297
2021,"Hackney 029","E02006921",5551,21,14,3,5513
2021,"Redbridge 035","E02006924",10924,64,27,3,10830
2021,"Redbridge 036","E02006925",11723,65,44,1,11613
2021,"Greenwich 034","E02006927",9908,114,53,5,9736
2021,"Greenwich 035","E02006928",10276,67,45,0,10164
2021,"Greenwich 037","E02006930",8120,53,51,4,8012
2021,"Greenwich 038","E02006931",7859,86,50,0,7723
2021,"Southwark 035","E02006941",5021,22,25,0,4974
2021,"Southwark 036","E02006942",5860,28,23,3,5806
2021,"Barnet 042","E02006953",7514,28,33,8,7445
2021,"Barnet 043","E02006954",8051,32,34,2,7983
2021,"Brent 035","E02006955",6409,16,23,1,6369
2021,"Brent 036","E02006956",7386,26,17,4,7339
2021,"Ealing 041","E02006968",6876,39,29,2,6806
2021,"Ealing 042","E02006969",5481,35,15,3,5428
2021,"Ealing 043","E02006970",5660,7,10,1,5642
2021,"Ealing 044","E02006971",6496,8,10,1,6477
2021,"Hounslow 030","E02006972",4288,20,14,2,4252
2021,"Hounslow 031","E02006973",6814,50,39,3,6722
2021,"Croydon 046","E02006987",6326,38,19,1,6268
2021,"Croydon 047","E02006988",5714,54,29,5,5626
2021,"Greenwich 039","E02006991",5636,66,32,4,5534
2021,"Greenwich 040","E02006992",6796,73,36,3,6684
2021,"Greenwich 041","E02006993",6851,37,24,3,6787
2021,"Greenwich 042","E02006994",6054,67,19,0,5968
2021,"Newham 038","E02006995",7287,40,29,1,7217
2021,"Newham 039","E02006996",7189,30,11,3,7145
2021,"Newham 040","E02006997",6005,17,17,0,5971
2021,"Newham 041","E02006998",5477,26,23,3,5425
2021,"Newham 042","E02006999",9351,33,31,1,9286
2021,"Lewisham 040","E02007008",4930,22,13,1,4894
2021,"Lewisham 041","E02007009",7570,52,24,2,7492
2021,"Redbridge 037","E02007017",6626,71,31,8,6516
2021,"Redbridge 038","E02007018",5374,33,17,0,5324
2021,"Redbridge 039","E02007019",5289,18,12,1,5258
2021,"Redbridge 040","E02007020",7395,23,19,3,7350
2021,"Wandsworth 038","E02007083",6743,33,36,3,6671
2021,"Wandsworth 039","E02007084",8287,50,34,3,8200
2021,"Hackney 030","E02007108",5314,21,14,0,5279
2021,"Hackney 031","E02007109",6490,37,26,1,6426
2021,"Hackney 032","E02007110",6359,21,23,1,6314
2021,"Hackney 033","E02007111",5462,19,20,2,5421
2021,"Tower Hamlets 034","E02007112",5236,12,23,0,5201
2021,"Tower Hamlets 035","E02007113",6102,22,19,1,6060
2021,"Tower Hamlets 036","E02007114",6346,25,24,1,6296
2021,"Camden 029","E02007115",10384,56,36,2,10290
