"date","geography","geography code","Passports held: Total: All usual residents; measures: Value","Passports held: Europe; measures: Value","Passports held: Europe: United Kingdom; measures: Value","Passports held: Europe: Ireland; measures: Value","Passports held: Europe: Other Europe; measures: Value","Passports held: Europe: Other Europe: EU Member countries; measures: Value","Passports held: Europe: Other Europe: EU Member countries: France; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Germany; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Italy; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Portugal; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Spain; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Lithuania; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Poland; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Romania; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Other EU countries; measures: Value","Passports held: Europe: Other Europe: Rest of Europe; measures: Value","Passports held: Europe: Other Europe: Rest of Europe: Turkey; measures: Value","Passports held: Europe: Other Europe: Rest of Europe: Other Europe; measures: Value","Passports held: Africa; measures: Value","Passports held: Africa: North Africa; measures: Value","Passports held: Africa: Central and Western Africa; measures: Value","Passports held: Africa: Central and Western Africa: Ghana; measures: Value","Passports held: Africa: Central and Western Africa: Nigeria; measures: Value","Passports held: Africa: Central and Western Africa: Other Central and Western Africa; measures: Value","Passports held: Africa: South and Eastern Africa; measures: Value","Passports held: Africa: South and Eastern Africa: Kenya; measures: Value","Passports held: Africa: South and Eastern Africa: Somalia; measures: Value","Passports held: Africa: South and Eastern Africa: South Africa; measures: Value","Passports held: Africa: South and Eastern Africa: Zimbabwe; measures: Value","Passports held: Africa: South and Eastern Africa: Other South and Eastern Africa; measures: Value","Passports held: Middle East and Asia; measures: Value","Passports held: Middle East and Asia: Middle East; measures: Value","Passports held: Middle East and Asia: Middle East: Iran; measures: Value","Passports held: Middle East and Asia: Middle East: Iraq; measures: Value","Passports held: Middle East and Asia: Middle East: Other Middle East; measures: Value","Passports held: Middle East and Asia: Eastern Asia; measures: Value","Passports held: Middle East and Asia: Eastern Asia: China; measures: Value","Passports held: Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China); measures: Value","Passports held: Middle East and Asia: Eastern Asia: Japan; measures: Value","Passports held: Middle East and Asia: Eastern Asia: Other Eastern Asia; measures: Value","Passports held: Middle East and Asia: Southern Asia; measures: Value","Passports held: Middle East and Asia: Southern Asia: Afghanistan; measures: Value","Passports held: Middle East and Asia: Southern Asia: Bangladesh; measures: Value","Passports held: Middle East and Asia: Southern Asia: India; measures: Value","Passports held: Middle East and Asia: Southern Asia: Pakistan; measures: Value","Passports held: Middle East and Asia: Southern Asia: Sri Lanka; measures: Value","Passports held: Middle East and Asia: Southern Asia: Other Southern Asia; measures: Value","Passports held: Middle East and Asia: South-East Asia; measures: Value","Passports held: Middle East and Asia: South-East Asia: Malaysia; measures: Value","Passports held: Middle East and Asia: South-East Asia: Philippines; measures: Value","Passports held: Middle East and Asia: South-East Asia: Singapore; measures: Value","Passports held: Middle East and Asia: South-East Asia: Other South-East Asia; measures: Value","Passports held: Middle East and Asia: Central Asia; measures: Value","Passports held: The Americas and the Caribbean; measures: Value","Passports held: The Americas and the Caribbean: North America; measures: Value","Passports held: The Americas and the Caribbean: North America: Canada; measures: Value","Passports held: The Americas and the Caribbean: North America: United States; measures: Value","Passports held: The Americas and the Caribbean: Central America; measures: Value","Passports held: The Americas and the Caribbean: South America; measures: Value","Passports held: The Americas and the Caribbean: The Caribbean; measures: Value","Passports held: The Americas and the Caribbean: The Caribbean: Jamaica; measures: Value","Passports held: The Americas and the Caribbean: The Caribbean: Other Caribbean; measures: Value","Passports held: Antarctica and Oceania; measures: Value","Passports held: Antarctica and Oceania: Australasia; measures: Value","Passports held: Antarctica and Oceania: Australasia: Australia; measures: Value","Passports held: Antarctica and Oceania: Australasia: New Zealand; measures: Value","Passports held: Antarctica and Oceania: Other Antarctica and Oceania; measures: Value","Passports held: British Overseas Territories; measures: Value","Passports held: No passport held; measures: Value"
2021,"Hillingdon 013","E02000506",7956,7315,6754,129,432,417,16,10,27,40,13,25,79,76,131,15,9,6,35,8,11,0,5,6,16,2,0,7,1,6,215,18,1,2,15,21,9,3,5,4,168,7,2,99,37,22,1,8,1,0,3,4,0,46,34,14,20,1,5,6,0,6,9,9,5,4,0,0,336
2021,"Hillingdon 014","E02000507",8241,7409,6603,125,681,644,12,25,43,78,29,25,145,164,123,37,2,35,55,17,17,9,7,1,21,0,0,7,6,8,235,15,0,0,15,20,17,0,2,1,185,7,5,102,34,27,10,15,4,6,3,2,0,31,11,3,8,1,15,4,2,2,5,5,2,3,0,0,506
2021,"Hillingdon 015","E02000508",11950,9971,8028,197,1746,1599,90,64,212,146,83,81,261,281,381,147,64,83,189,39,75,32,37,6,75,15,12,7,6,35,906,78,23,10,45,166,111,29,13,13,562,29,17,373,92,22,29,92,29,41,6,16,8,120,65,27,38,4,40,11,5,6,28,19,11,8,9,0,736
2021,"Hillingdon 016","E02000509",10558,8605,6897,153,1555,1452,53,55,166,147,66,73,378,257,257,103,26,77,225,34,99,38,50,11,92,8,9,11,20,44,888,68,18,5,45,153,89,50,7,7,569,22,65,339,101,27,15,78,18,23,4,33,20,97,65,21,44,1,18,13,3,10,6,6,4,2,0,0,737
2021,"Hillingdon 017","E02000510",9112,7902,6962,162,778,728,24,46,66,70,31,23,152,170,146,50,17,33,83,11,30,4,24,2,42,10,4,5,7,16,452,23,4,6,13,18,11,2,3,2,356,26,15,220,45,40,10,55,14,38,0,3,0,41,24,8,16,1,10,6,3,3,4,4,1,3,0,0,630
2021,"Hillingdon 018","E02000511",9933,8432,7364,128,940,913,40,57,57,97,19,22,216,206,199,27,0,27,63,12,25,8,14,3,26,5,1,4,3,13,682,19,2,1,16,2,2,0,0,0,643,30,13,420,59,84,37,18,7,8,1,2,0,54,14,8,6,1,19,20,15,5,2,2,2,0,0,0,700
2021,"Hillingdon 019","E02000512",8819,7356,6262,82,1012,967,40,70,69,114,32,27,179,201,235,45,0,45,68,17,23,2,16,5,28,2,0,0,6,20,488,26,5,8,13,8,5,1,2,0,428,13,20,280,60,28,27,26,12,10,2,2,0,75,18,4,14,0,13,44,31,13,0,0,0,0,0,0,832
2021,"Hillingdon 020","E02000513",9762,8100,6859,75,1166,1112,23,48,73,183,10,27,337,168,243,54,1,53,96,11,37,14,15,8,48,9,5,1,7,26,778,11,0,4,7,8,8,0,0,0,733,57,23,388,107,93,65,26,9,9,2,6,0,37,9,4,5,1,11,16,7,9,6,6,4,2,0,0,745
2021,"Hillingdon 021","E02000514",10672,8634,7137,87,1410,1374,66,151,181,241,46,48,168,228,245,36,1,35,62,5,33,11,15,7,24,3,0,1,10,10,1262,3,1,0,2,13,12,0,1,0,1226,66,55,771,92,174,68,16,6,6,1,3,4,33,13,8,5,0,9,11,4,7,7,7,4,3,0,0,674
2021,"Hillingdon 022","E02000515",13289,10692,8678,214,1800,1707,65,38,149,185,54,76,397,413,330,93,10,83,174,36,78,15,45,18,60,4,5,12,6,33,1010,41,6,2,33,94,74,9,7,4,810,30,40,561,93,33,53,63,20,28,1,14,2,83,34,7,27,0,36,13,6,7,13,13,8,5,0,0,1317
2021,"Hillingdon 023","E02000516",8647,7181,5984,70,1127,1098,33,66,165,199,43,8,276,126,182,29,2,27,72,24,26,13,11,2,22,2,0,2,4,14,865,10,5,3,2,9,6,1,0,2,828,41,26,561,69,87,44,18,4,8,3,3,0,28,7,1,6,0,8,13,5,8,5,5,2,3,0,0,496
2021,"Hillingdon 024","E02000517",10476,8535,7193,107,1235,1179,30,92,122,123,50,50,191,234,287,56,1,55,100,23,25,6,12,7,52,11,2,0,7,32,833,16,5,1,10,10,4,0,4,2,793,47,20,480,115,70,61,13,2,3,0,8,1,96,12,4,8,0,27,57,37,20,8,6,6,0,2,0,904
2021,"Hillingdon 025","E02000518",9633,7830,6631,149,1050,1012,47,25,73,95,18,50,240,224,240,38,3,35,79,11,34,7,22,5,34,6,1,3,10,14,402,7,3,0,4,8,7,0,1,0,364,15,15,234,47,21,32,23,4,11,0,8,0,43,14,4,10,2,12,15,10,5,7,7,5,2,0,0,1272
2021,"Hillingdon 026","E02000519",9555,7883,6803,57,1023,990,31,66,87,162,14,39,203,163,225,33,3,30,105,12,33,8,16,9,60,9,3,5,12,31,832,10,0,7,3,4,1,2,1,0,798,33,25,546,86,65,43,19,5,12,1,1,1,42,12,10,2,1,5,24,12,12,1,1,0,1,0,0,692
2021,"Hillingdon 027","E02000520",14064,11056,8825,130,2101,2003,32,103,171,571,46,77,283,262,458,98,7,91,145,24,43,13,25,5,78,14,12,12,5,35,1705,24,3,1,20,54,45,2,5,2,1591,62,28,1067,178,79,177,36,15,15,2,4,0,82,31,6,25,2,18,31,14,17,9,9,4,5,0,0,1067
2021,"Hillingdon 028","E02000521",13191,10473,8781,100,1592,1524,38,62,137,224,43,70,322,292,336,68,11,57,102,15,43,10,27,6,44,14,0,7,7,16,1396,32,3,7,22,41,32,3,5,1,1267,31,8,982,150,35,61,51,9,27,0,15,5,61,23,4,19,6,14,18,7,11,5,5,4,1,0,0,1154
2021,"Hillingdon 029","E02000522",9573,7873,6450,101,1322,1265,44,22,95,197,47,47,273,282,258,57,4,53,115,14,39,7,28,4,62,3,1,19,5,34,626,19,3,0,16,30,19,3,5,3,556,6,18,438,52,19,23,20,3,7,2,8,1,35,10,5,5,1,11,13,10,3,10,10,7,3,0,0,914
2021,"Hillingdon 030","E02000523",11366,8721,6950,103,1668,1592,38,48,177,462,75,68,247,187,290,76,13,63,74,18,27,7,13,7,29,8,2,3,6,10,1885,29,9,4,16,47,36,3,7,1,1760,53,13,1392,147,39,116,49,16,13,4,16,0,59,14,3,11,3,18,24,18,6,11,11,3,8,0,0,616
2021,"Hillingdon 031","E02000524",7536,6211,4453,69,1689,1632,27,20,45,633,38,103,262,297,207,57,1,56,89,27,33,16,10,7,29,12,2,2,9,4,554,8,3,2,3,11,6,1,1,3,490,9,3,376,54,21,27,44,5,26,1,12,1,38,13,3,10,1,17,7,4,3,7,7,6,1,0,0,637
2021,"Hillingdon 032","E02000525",10064,8128,5925,61,2142,2093,48,38,120,889,67,93,308,252,278,49,5,44,88,14,38,10,25,3,36,5,2,8,3,18,1140,4,2,0,2,3,0,0,0,3,1076,36,13,760,113,46,108,54,14,29,3,8,3,34,6,2,4,0,11,17,10,7,4,3,1,2,1,0,670
2021,"Hillingdon 033","E02006796",9695,8677,7391,210,1076,1029,48,32,76,68,49,47,299,228,182,47,11,36,49,15,14,8,6,0,20,2,4,5,0,9,341,16,9,1,6,30,24,3,2,1,275,19,5,162,20,43,26,20,6,4,1,9,0,62,13,3,10,1,39,9,7,2,15,14,10,4,1,0,551
2021,"Hounslow 001","E02000526",8642,7684,6101,223,1360,1245,238,67,239,80,131,16,127,57,290,115,41,74,54,26,1,0,1,0,27,0,1,17,4,5,278,35,16,2,17,106,55,9,21,21,87,0,1,71,10,3,2,48,12,22,11,3,2,279,207,41,166,6,63,3,0,3,93,93,74,19,0,0,254
2021,"Hounslow 004","E02000529",9719,7967,6725,74,1168,1132,31,41,71,287,36,40,261,176,189,36,0,36,78,28,20,11,4,5,30,6,1,5,3,15,1035,7,3,1,3,11,6,0,4,1,976,73,16,708,107,30,42,41,11,16,3,11,0,33,14,2,12,2,6,11,7,4,3,3,1,2,0,0,603
2021,"Hounslow 005","E02000530",8117,6617,5647,30,940,913,9,37,56,261,35,37,149,112,217,27,1,26,81,25,26,17,5,4,30,10,13,0,0,7,749,2,0,0,2,8,4,0,2,2,718,48,8,548,81,9,24,21,0,10,0,11,0,32,12,3,9,0,6,14,10,4,3,3,2,1,0,0,635
2021,"Hounslow 006","E02000531",11583,10166,7921,306,1939,1805,109,52,204,155,154,50,553,157,371,134,34,100,103,32,40,5,17,18,31,5,0,13,2,11,426,60,27,3,30,92,23,5,46,18,213,9,16,131,27,18,12,56,9,25,3,19,5,160,71,17,54,3,68,18,12,6,34,34,20,14,0,0,694
2021,"Hounslow 007","E02000532",8976,8059,6689,223,1147,1063,156,68,153,61,80,24,171,37,313,84,26,58,64,23,15,8,4,3,26,4,0,16,0,6,202,30,8,2,20,52,21,0,20,11,82,9,1,45,9,6,12,37,11,12,4,10,1,257,197,39,158,6,44,10,4,6,76,76,56,20,0,0,318
2021,"Hounslow 008","E02000533",8400,7572,6292,182,1098,992,94,56,158,79,75,30,143,55,302,106,38,68,111,47,25,4,14,7,39,7,0,23,4,5,181,37,10,0,27,47,20,0,21,6,59,2,4,41,6,5,1,37,14,15,4,4,1,154,101,19,82,3,42,8,4,4,77,77,57,20,0,0,305
2021,"Hounslow 009","E02000534",8562,7628,6006,154,1468,1400,58,22,100,177,42,53,488,154,306,68,10,58,63,15,16,7,7,2,32,4,1,8,5,14,452,17,8,2,7,19,10,2,3,4,366,16,8,267,38,11,26,50,8,36,3,3,0,73,33,14,19,12,20,8,6,2,16,16,13,3,0,0,330
2021,"Hounslow 010","E02000535",10053,8302,6684,53,1565,1527,25,36,62,501,18,71,260,314,240,38,1,37,64,16,16,4,9,3,32,14,3,2,0,13,1201,15,3,7,5,1,0,0,1,0,1176,51,6,894,127,44,54,9,1,6,1,1,0,26,13,5,8,0,7,6,3,3,3,3,2,1,0,0,457
2021,"Hounslow 011","E02000536",10838,8956,7106,43,1807,1730,14,31,93,441,42,66,474,323,246,77,10,67,71,27,21,6,9,6,23,4,2,3,0,14,1176,32,5,6,21,4,1,0,2,1,1093,45,14,827,113,31,63,46,17,15,2,12,1,34,17,6,11,3,8,6,1,5,0,0,0,0,0,0,601
2021,"Hounslow 012","E02000537",9844,7843,5670,68,2105,2007,29,32,103,411,116,44,549,437,286,98,4,94,87,47,13,0,10,3,27,7,1,6,1,12,1463,28,4,0,24,26,10,1,15,0,1359,10,33,1052,138,29,97,47,12,20,5,10,3,68,37,3,34,0,25,6,2,4,10,10,6,4,0,0,373
2021,"Hounslow 013","E02000538",10109,8177,5716,39,2422,2361,33,23,53,1227,51,71,412,302,189,61,3,58,74,12,36,13,19,4,26,4,2,5,1,14,1302,6,3,1,2,2,2,0,0,0,1270,26,9,1024,113,28,70,24,8,12,0,4,0,38,15,8,7,0,11,12,3,9,7,1,1,0,6,0,511
2021,"Hounslow 014","E02000539",12225,10530,8555,228,1747,1637,70,60,141,119,90,57,537,156,407,110,28,82,111,45,27,11,15,1,39,2,0,20,5,12,746,31,8,5,18,33,14,1,14,4,544,20,5,419,74,19,7,137,4,111,1,21,1,99,47,17,30,2,38,12,5,7,30,30,21,9,0,0,709
2021,"Hounslow 015","E02000540",12119,9620,7017,145,2458,2307,52,54,142,587,101,60,513,405,393,151,11,140,146,53,29,6,17,6,64,7,1,13,7,36,1518,24,3,1,20,35,15,1,13,6,1335,24,39,1001,109,25,137,121,18,74,5,24,3,108,41,9,32,5,36,26,12,14,13,13,10,3,0,0,714
2021,"Hounslow 016","E02000541",10619,8246,5813,32,2401,2304,38,14,75,1122,45,77,412,325,196,97,1,96,97,24,46,20,24,2,27,6,3,3,1,14,1529,6,1,0,5,16,7,0,4,5,1475,29,9,1118,83,39,197,32,3,18,1,10,0,30,10,0,10,0,11,9,5,4,2,2,2,0,0,0,715
2021,"Hounslow 017","E02000542",12297,9350,6526,53,2771,2671,50,22,113,1190,61,69,538,357,271,100,3,97,117,33,41,17,20,4,43,7,2,3,13,18,2005,17,6,3,8,9,3,0,4,2,1896,21,28,1555,128,31,133,83,7,64,0,12,0,58,18,4,14,0,25,15,13,2,12,12,9,3,0,0,755
2021,"Hounslow 018","E02000543",14001,10255,6693,72,3490,3343,41,35,179,1019,114,129,744,671,411,147,10,137,147,65,32,7,18,7,50,3,2,10,3,32,2765,35,8,3,24,22,8,4,8,2,2627,24,41,2278,119,43,122,78,6,57,2,13,3,57,18,7,11,1,19,19,6,13,13,13,6,7,0,0,764
2021,"Hounslow 019","E02000544",8553,7588,6029,120,1439,1375,38,31,64,89,34,58,507,326,228,64,9,55,61,19,25,3,20,2,17,4,0,6,4,3,441,12,1,5,6,9,5,1,1,2,385,11,8,239,60,18,49,33,9,21,1,2,2,52,16,8,8,0,30,6,2,4,4,4,4,0,0,0,407
2021,"Hounslow 020","E02000545",9237,8054,6685,145,1224,1112,47,40,114,117,55,34,302,104,299,112,32,80,113,28,37,15,16,6,48,2,2,18,4,22,297,27,9,3,15,29,14,1,9,5,166,15,8,91,36,9,7,71,15,44,3,9,4,69,24,6,18,1,37,7,5,2,33,33,20,13,0,0,671
2021,"Hounslow 021","E02000546",10427,8709,6759,83,1867,1768,20,24,113,407,44,94,451,379,236,99,6,93,80,20,32,12,18,2,28,0,5,2,6,15,1107,5,1,0,4,10,7,0,1,2,1054,32,22,659,168,57,116,38,3,27,3,5,0,41,15,10,5,0,16,10,3,7,44,8,7,1,36,0,446
2021,"Hounslow 022","E02000547",10992,8810,7043,52,1715,1671,41,23,83,400,39,86,375,285,339,44,6,38,93,17,41,17,20,4,35,6,2,5,1,21,1096,4,1,0,3,17,10,0,2,5,1035,20,9,513,77,26,390,38,5,21,1,11,2,29,8,0,8,3,11,7,6,1,10,8,0,8,2,0,954
2021,"Hounslow 023","E02000548",10576,8607,6897,41,1669,1599,30,32,81,311,40,88,483,203,331,70,3,67,107,16,50,18,25,7,41,19,0,2,7,13,701,16,3,0,13,10,7,0,2,1,642,19,6,346,60,25,186,33,10,17,0,6,0,39,7,3,4,2,26,4,3,1,4,4,2,2,0,0,1118
2021,"Hounslow 024","E02000549",12531,10408,8341,94,1973,1882,49,36,102,404,109,87,415,331,349,91,1,90,119,20,47,24,16,7,52,5,2,13,18,14,1003,29,4,0,25,33,22,2,7,2,889,9,8,445,80,26,321,51,5,35,2,9,1,52,8,1,7,3,33,8,7,1,16,16,13,3,0,0,933
2021,"Hounslow 025","E02000550",10709,8311,6613,97,1601,1573,35,16,116,283,87,67,417,229,323,28,3,25,135,30,51,27,20,4,54,8,0,8,13,25,1218,17,5,2,10,54,46,0,5,3,1103,5,8,863,47,32,148,44,7,27,0,10,0,67,20,4,16,1,38,8,6,2,5,5,5,0,0,0,973
2021,"Hounslow 026","E02000551",9758,8086,6641,43,1402,1329,30,52,67,234,52,45,426,203,220,73,8,65,120,25,51,23,20,8,44,6,5,2,3,28,465,13,1,2,10,5,1,2,0,2,401,12,17,181,112,27,52,41,6,16,0,19,5,73,14,3,11,3,31,25,11,14,5,5,4,1,0,0,1009
2021,"Hounslow 027","E02000552",9254,7870,6257,63,1550,1499,77,44,82,184,60,76,581,177,218,51,7,44,123,17,54,22,14,18,52,4,0,3,29,16,494,10,3,3,4,27,21,0,2,4,421,7,5,251,38,22,98,36,5,12,0,19,0,62,19,4,15,0,31,12,7,5,12,12,8,4,0,0,693
2021,"Hounslow 028","E02000553",7113,6147,5164,57,926,881,17,23,54,115,23,48,272,118,211,45,2,43,68,25,24,10,12,2,19,3,0,3,5,8,243,15,4,2,9,7,2,1,1,3,200,12,10,117,27,11,23,18,0,13,1,4,3,30,10,5,5,1,10,9,6,3,5,4,3,1,1,0,620
2021,"Hounslow 029","E02006792",9002,7732,5826,226,1680,1481,165,69,329,105,178,27,163,58,387,199,93,106,232,172,22,10,7,5,38,5,0,17,1,15,413,49,13,0,36,138,58,11,46,23,129,1,3,103,12,3,7,87,16,30,5,36,10,238,126,22,104,15,94,3,2,1,104,104,71,33,0,0,283
2021,"Hounslow 030","E02006972",5413,4530,3609,87,834,739,57,24,91,75,62,24,160,50,196,95,30,65,87,36,23,9,9,5,28,1,0,15,0,12,332,55,29,4,22,88,30,2,44,12,143,4,0,105,31,2,1,44,21,10,6,7,2,85,40,13,27,1,35,9,4,5,31,31,17,14,0,0,348
2021,"Hounslow 031","E02006973",8488,7248,5817,163,1268,1176,56,29,157,99,82,29,339,74,311,92,24,68,124,56,41,18,12,11,27,6,2,9,3,7,365,56,23,5,28,72,35,1,29,7,185,8,9,136,20,5,7,40,7,24,2,7,12,119,58,31,27,0,42,19,11,8,35,35,25,10,0,0,597
2021,"Islington 001","E02000554",9353,8204,6854,224,1126,1026,102,67,190,90,120,18,85,44,310,100,39,61,118,21,66,31,23,12,31,2,3,4,3,19,144,22,6,3,13,21,3,1,11,6,52,3,13,26,7,1,2,49,11,25,1,12,0,177,92,23,69,2,56,27,16,11,61,61,46,15,0,0,649
2021,"Islington 002","E02000555",9572,8635,7157,293,1185,1083,135,60,246,64,134,31,64,27,322,102,35,67,81,16,41,12,18,11,24,1,0,7,1,15,139,18,6,0,12,46,12,4,13,17,41,1,8,25,5,0,2,34,7,20,3,4,0,166,88,27,61,3,63,12,7,5,60,60,46,14,0,0,491
2021,"Islington 003","E02000556",11397,10208,8296,326,1586,1460,179,74,308,88,178,20,89,95,429,126,36,90,71,21,30,8,16,6,20,1,2,7,0,10,234,16,0,1,15,117,62,12,25,18,57,4,13,29,5,2,4,41,15,12,7,7,3,270,148,64,84,10,88,24,13,11,100,100,64,36,0,0,514
2021,"Islington 004","E02000557",8782,7763,6088,286,1389,1274,134,58,337,96,131,21,86,52,359,115,34,81,81,22,34,6,20,8,25,2,1,7,6,9,181,11,2,1,8,76,32,3,31,10,59,1,10,41,3,4,0,31,6,12,6,7,4,200,104,20,84,6,77,13,10,3,47,47,34,13,0,0,510
2021,"Islington 005","E02000558",9435,8398,6941,177,1280,1137,105,57,218,112,211,20,73,41,300,143,55,88,149,37,78,13,39,26,34,5,9,1,1,18,156,15,6,0,9,58,36,3,13,6,49,1,17,19,11,1,0,33,8,14,4,7,1,181,63,18,45,5,79,34,25,9,39,39,28,11,0,0,512
2021,"Islington 006","E02000559",9580,8677,7213,262,1202,1096,188,77,268,40,153,3,45,35,287,106,50,56,76,10,23,1,20,2,43,3,16,10,4,10,142,16,1,0,15,54,20,3,23,8,42,0,10,25,6,1,0,30,9,9,7,5,0,212,137,39,98,7,54,14,9,5,161,161,105,56,0,0,312
2021,"Islington 007","E02000560",7350,6554,4946,184,1424,1318,169,47,323,89,188,16,91,58,337,106,44,62,70,22,25,4,16,5,23,3,1,3,6,10,191,9,4,0,5,71,36,9,12,14,58,2,14,35,7,0,0,49,25,9,4,11,4,178,84,24,60,5,81,8,4,4,74,74,58,16,0,0,283
2021,"Islington 008","E02000561",7382,6697,5564,187,946,884,144,59,173,31,107,13,55,30,272,62,20,42,28,8,9,3,4,2,11,0,0,4,1,6,153,21,7,2,12,80,56,0,14,10,21,1,3,13,4,0,0,31,17,4,3,7,0,188,119,36,83,6,54,9,4,5,48,48,32,16,0,0,268
2021,"Islington 009","E02000562",7861,6975,5901,211,863,778,133,56,141,66,87,13,61,14,207,85,41,44,55,10,17,7,7,3,28,1,2,12,1,12,112,9,2,2,5,48,14,1,20,13,28,0,7,18,0,1,2,26,17,4,1,4,1,170,108,27,81,3,44,15,4,11,165,165,135,30,0,2,382
2021,"Islington 010","E02000563",8683,7556,6017,188,1351,1237,156,64,263,82,193,32,101,43,303,114,45,69,82,22,33,11,14,8,27,1,2,11,3,10,196,21,8,2,11,45,16,3,18,8,88,4,16,47,15,0,6,40,7,21,5,7,2,183,69,21,48,5,92,17,13,4,46,46,39,7,0,1,619
2021,"Islington 011","E02000564",12412,10630,8292,310,2028,1820,269,77,427,122,223,23,98,66,515,208,53,155,116,27,35,5,18,12,54,2,4,14,4,30,624,32,9,0,23,335,229,27,25,54,140,4,20,103,9,4,0,115,41,34,21,19,2,332,197,62,135,19,97,19,10,9,205,205,162,43,0,0,505
2021,"Islington 012","E02000565",8548,7682,6516,164,1002,894,123,56,172,84,112,12,77,23,235,108,50,58,84,9,61,10,44,7,14,3,0,4,1,6,135,12,3,1,8,40,15,3,12,10,52,3,16,26,6,1,0,31,14,10,4,3,0,141,76,20,56,3,45,17,10,7,112,111,77,34,1,0,394
2021,"Islington 013","E02000566",8562,7577,6336,173,1068,970,308,78,168,43,117,12,34,17,193,98,42,56,46,5,29,9,20,0,12,1,0,8,2,1,124,15,1,1,13,44,18,5,13,8,42,0,8,27,2,2,3,21,12,1,4,4,2,275,217,52,165,5,45,8,4,4,239,239,164,75,0,0,301
2021,"Islington 014","E02000567",10438,9140,7587,307,1246,1153,204,109,215,47,160,18,81,24,295,93,48,45,60,11,20,6,8,6,29,4,2,17,1,5,138,17,6,0,11,46,16,3,22,5,53,0,12,32,4,4,1,22,7,2,5,8,0,307,206,52,154,7,79,15,11,4,255,255,175,80,0,0,538
2021,"Islington 015","E02000568",11338,9679,7865,233,1581,1387,194,68,291,95,196,33,94,70,346,194,64,130,108,32,49,13,23,13,27,1,2,9,0,15,484,14,3,0,11,253,197,7,20,29,122,3,24,84,10,1,0,90,40,16,14,20,5,236,109,32,77,5,97,25,18,7,132,132,77,55,0,0,699
2021,"Islington 016","E02000569",9936,8567,7267,225,1075,947,220,56,159,58,115,10,39,19,271,128,51,77,71,9,32,5,17,10,30,2,0,15,2,11,169,24,1,0,23,41,16,5,14,6,63,2,20,36,3,1,1,33,13,6,5,9,8,319,255,58,197,9,39,16,8,8,197,197,150,47,0,0,613
2021,"Islington 017","E02000570",8286,7250,6056,206,988,920,209,60,181,30,101,8,22,36,273,68,25,43,54,8,10,2,2,6,36,5,4,25,1,1,124,23,4,0,19,38,13,7,9,9,38,1,3,25,6,1,2,25,7,3,11,4,0,360,299,63,236,6,52,3,1,2,209,209,174,35,0,0,289
2021,"Islington 018","E02000571",8922,7746,6293,201,1252,1110,239,64,189,59,156,16,62,29,296,142,46,96,66,20,24,6,11,7,22,0,0,11,2,9,138,12,2,0,10,51,22,10,9,10,41,1,11,26,3,0,0,32,8,9,9,6,2,272,203,46,157,7,49,13,10,3,172,172,128,44,0,0,528
2021,"Islington 019","E02000572",8600,7449,6138,149,1162,1065,192,48,157,89,103,21,54,88,313,97,43,54,96,29,38,11,21,6,29,5,3,13,2,6,279,12,2,5,5,92,49,9,11,23,116,3,39,67,6,0,1,56,25,12,5,14,3,183,94,25,69,15,48,26,20,6,84,84,59,25,0,1,508
2021,"Islington 020","E02000573",10315,8826,7092,230,1504,1333,317,85,258,58,152,20,49,38,356,171,41,130,63,14,22,8,11,3,27,1,0,13,0,13,291,21,5,0,16,117,46,9,36,26,59,0,4,50,3,2,0,93,45,11,16,21,1,472,381,76,305,10,74,7,4,3,320,320,250,70,0,0,343
2021,"Islington 021","E02000574",7831,6510,5019,211,1280,1157,254,103,194,51,161,16,44,38,296,123,38,85,71,27,22,8,9,5,22,1,2,10,0,9,474,26,7,3,16,249,168,16,25,40,117,1,18,81,14,1,2,74,20,7,19,28,8,280,206,43,163,4,59,11,6,5,147,147,120,27,0,3,346
2021,"Islington 022","E02000575",11315,9336,7187,176,1973,1764,352,124,310,101,180,26,95,113,463,209,44,165,136,42,54,23,22,9,40,3,4,17,2,14,750,62,14,14,34,354,236,30,38,50,187,2,40,113,27,2,3,139,55,17,45,22,8,394,309,68,241,11,67,7,2,5,177,177,152,25,0,0,522
2021,"Islington 023","E02000576",10672,8916,7116,163,1637,1452,248,85,257,97,209,24,78,45,409,185,52,133,125,40,52,16,21,15,33,3,1,16,0,13,568,58,14,1,43,250,145,23,36,46,127,2,14,97,6,5,3,116,46,15,29,26,17,313,208,53,155,11,79,15,9,6,121,120,105,15,1,0,629
2021,"Kensington and Chelsea 001","E02000577",7711,6859,5835,100,924,847,102,38,148,142,162,9,30,25,191,77,29,48,117,71,22,5,12,5,24,1,2,6,2,13,245,19,5,5,9,96,78,5,6,7,43,1,3,23,11,3,2,84,11,48,1,24,3,137,56,18,38,4,46,31,5,26,22,22,17,5,0,0,331
