"date","geography","geography code","Multiple main languages in household: Total: All households","Multiple main languages in household: One-person household","Multiple main languages in household: All household members have the same main language","Multiple main languages in household: Main language differs between generations, but not within partnerships","Multiple main languages in household: Main language differs within partnerships","Multiple main languages in household: Any other combination of multiple main languages"
2021,"Wandsworth 008","E02000930",4259,1211,2564,110,164,210
2021,"Wandsworth 009","E02000931",3484,802,2258,70,216,138
2021,"Wandsworth 010","E02000932",5931,1799,3461,131,337,203
2021,"Wandsworth 011","E02000933",3931,1261,2232,93,200,145
2021,"Wandsworth 012","E02000934",4196,1409,2354,63,207,163
2021,"Wandsworth 013","E02000935",2436,794,1189,198,101,154
2021,"Wandsworth 014","E02000936",4384,1565,2236,159,220,204
2021,"Wandsworth 015","E02000937",3127,712,2042,84,159,130
2021,"Wandsworth 016","E02000938",4345,1343,2256,228,269,249
2021,"Wandsworth 017","E02000939",2837,616,1933,78,114,96
2021,"Wandsworth 018","E02000940",4214,1367,2234,193,214,206
2021,"Wandsworth 019","E02000941",4137,1085,2671,80,153,148
2021,"Wandsworth 020","E02000942",3816,899,2425,107,204,181
2021,"Wandsworth 021","E02000943",3811,1137,2353,68,158,95
2021,"Wandsworth 022","E02000944",2890,821,1445,239,180,205
2021,"Wandsworth 023","E02000945",2764,768,1373,233,129,261
2021,"Wandsworth 024","E02000946",3107,803,1909,104,143,148
2021,"Wandsworth 025","E02000947",3919,1001,2502,90,211,115
2021,"Wandsworth 026","E02000948",4383,1324,2654,92,183,130
2021,"Wandsworth 027","E02000949",4255,1251,2684,48,160,112
2021,"Wandsworth 028","E02000950",3110,912,1665,152,197,184
2021,"Wandsworth 029","E02000951",2821,907,1676,57,83,98
2021,"Wandsworth 030","E02000952",2658,882,1545,51,84,96
2021,"Wandsworth 031","E02000953",3211,1112,1807,81,121,90
2021,"Wandsworth 032","E02000954",2245,475,1438,81,103,148
2021,"Wandsworth 033","E02000955",2677,635,1607,141,124,170
2021,"Wandsworth 034","E02000956",3033,842,1736,153,96,206
2021,"Wandsworth 035","E02000957",4420,1237,2503,214,181,285
2021,"Wandsworth 036","E02000958",2917,711,1802,139,105,160
2021,"Wandsworth 037","E02000959",3102,897,1676,184,141,204
2021,"Westminster 001","E02000960",2782,1043,1337,96,143,163
2021,"Westminster 002","E02000961",4067,1277,1944,255,283,308
2021,"Westminster 003","E02000962",3857,1794,1481,165,220,197
2021,"Westminster 004","E02000963",4134,1285,1958,372,262,257
2021,"Westminster 005","E02000964",5358,2046,2320,397,292,303
2021,"Westminster 006","E02000965",3623,1277,1700,158,240,248
2021,"Westminster 007","E02000966",4110,1555,1878,140,309,228
2021,"Westminster 008","E02000967",3014,1299,1268,85,150,212
2021,"Westminster 009","E02000968",5617,2026,2072,653,299,567
2021,"Westminster 010","E02000969",3716,1275,1480,449,240,272
2021,"Westminster 011","E02000970",3556,1680,1360,85,235,196
2021,"Westminster 012","E02000971",3722,1723,1479,85,187,248
2021,"Westminster 013","E02000972",4253,2256,1424,106,175,292
2021,"Westminster 014","E02000973",4797,2252,1871,138,292,244
2021,"Westminster 015","E02000974",3981,1774,1595,151,222,239
2021,"Westminster 016","E02000975",3802,1726,1481,93,272,230
2021,"Westminster 017","E02000976",4212,1928,1587,157,233,307
2021,"Westminster 018","E02000977",3435,1940,1125,68,142,160
2021,"Westminster 019","E02000978",2764,1064,1203,84,185,228
2021,"Westminster 020","E02000979",3927,1817,1596,163,191,160
2021,"Westminster 021","E02000980",4325,1927,1678,259,251,210
2021,"Westminster 022","E02000981",4156,1908,1772,101,191,184
2021,"Westminster 023","E02000982",3845,1874,1364,244,164,199
2021,"Westminster 024","E02000983",3757,1696,1449,238,179,195
2021,"Bromley 040","E02006782",3196,828,2090,108,91,79
2021,"Lewisham 037","E02006783",2895,682,1846,168,94,105
2021,"Lewisham 038","E02006784",3125,969,1790,150,91,125
2021,"Bexley 029","E02006785",2575,671,1647,98,76,83
2021,"Greenwich 033","E02006786",2874,777,1721,149,105,122
2021,"Bromley 041","E02006787",3089,777,2098,42,120,52
2021,"Croydon 045","E02006788",2895,694,1932,108,77,84
2021,"Bromley 042","E02006789",2788,698,2026,16,28,20
2021,"Ealing 040","E02006791",3451,1226,1744,125,225,131
2021,"Hounslow 029","E02006792",4146,1583,1998,113,269,183
2021,"Enfield 037","E02006793",3389,873,1607,444,182,283
2021,"Haringey 037","E02006794",3125,966,1531,328,126,174
2021,"Harrow 032","E02006795",2644,411,1497,367,131,238
2021,"Hillingdon 033","E02006796",3580,846,2248,203,149,134
2021,"Lewisham 039","E02006798",3775,1304,1833,226,185,227
2021,"Barking and Dagenham 023","E02006799",3890,847,2278,313,189,263
2021,"Redbridge 034","E02006800",4513,978,2258,464,308,505
2021,"Lambeth 036","E02006801",3712,1524,1692,109,143,244
2021,"Southwark 034","E02006802",3939,1437,1934,158,193,217
2021,"Sutton 025","E02006836",3211,684,2191,128,108,100
2021,"Tower Hamlets 032","E02006853",5040,1989,2074,283,341,353
2021,"Tower Hamlets 033","E02006854",3528,1454,1457,143,283,191
2021,"Harrow 033","E02006882",4396,645,2645,409,187,510
2021,"Hackney 028","E02006918",3169,1023,1518,224,215,189
2021,"Hackney 029","E02006921",2781,897,1306,165,236,177
2021,"Redbridge 035","E02006924",4097,801,2182,356,269,489
2021,"Redbridge 036","E02006925",4186,617,2418,427,268,456
2021,"Greenwich 034","E02006927",5086,1537,2912,190,301,146
2021,"Greenwich 035","E02006928",5265,1722,2789,189,349,216
2021,"Greenwich 037","E02006930",4226,1233,2429,91,277,196
2021,"Greenwich 038","E02006931",4137,1315,2336,104,216,166
2021,"Southwark 035","E02006941",2985,1282,1406,18,190,89
2021,"Southwark 036","E02006942",3366,1243,1650,102,189,182
2021,"Barnet 042","E02006953",3855,1275,1855,284,271,170
2021,"Barnet 043","E02006954",3719,1015,1864,304,245,291
2021,"Brent 035","E02006955",2710,826,1382,170,188,144
2021,"Brent 036","E02006956",2505,515,1340,230,144,276
2021,"Ealing 041","E02006968",3559,1211,1776,152,234,186
2021,"Ealing 042","E02006969",2976,1089,1429,106,202,150
2021,"Ealing 043","E02006970",2028,328,1068,245,127,260
2021,"Ealing 044","E02006971",2223,298,1084,338,145,358
2021,"Hounslow 030","E02006972",2336,776,1191,167,124,78
2021,"Hounslow 031","E02006973",3726,1314,1816,219,230,147
2021,"Croydon 046","E02006987",3881,1650,1787,128,237,79
2021,"Croydon 047","E02006988",3307,1344,1569,126,152,116
2021,"Greenwich 039","E02006991",3231,1160,1646,70,253,102
2021,"Greenwich 040","E02006992",3769,1217,2001,125,299,127
2021,"Greenwich 041","E02006993",3625,1102,1923,146,288,166
2021,"Greenwich 042","E02006994",3285,1175,1513,192,221,184
2021,"Newham 038","E02006995",3237,611,1985,161,220,260
2021,"Newham 039","E02006996",3158,918,1625,166,193,256
2021,"Newham 040","E02006997",3229,1055,1612,135,219,208
2021,"Newham 041","E02006998",2668,726,1410,231,144,157
2021,"Newham 042","E02006999",5051,1465,2785,197,363,241
2021,"Lewisham 040","E02007008",2660,918,1351,94,193,104
2021,"Lewisham 041","E02007009",3989,1449,2026,154,144,216
2021,"Redbridge 037","E02007017",2760,528,1668,232,144,188
2021,"Redbridge 038","E02007018",2528,657,1354,215,154,148
2021,"Redbridge 039","E02007019",2411,615,1109,269,174,244
2021,"Redbridge 040","E02007020",2722,462,1273,376,208,403
2021,"Wandsworth 038","E02007083",4106,1680,1858,96,307,165
2021,"Wandsworth 039","E02007084",4136,1284,2105,242,191,314
2021,"Hackney 030","E02007108",2803,973,1392,78,177,183
2021,"Hackney 031","E02007109",3303,1071,1767,151,165,149
2021,"Hackney 032","E02007110",3360,1381,1421,168,161,229
2021,"Hackney 033","E02007111",2816,1054,1306,88,161,207
2021,"Tower Hamlets 034","E02007112",2917,1175,1247,74,234,187
2021,"Tower Hamlets 035","E02007113",3266,1112,1491,209,218,236
2021,"Tower Hamlets 036","E02007114",3033,1066,1294,151,236,286
2021,"Camden 029","E02007115",4469,2031,1574,298,222,344
