"date","geography","geography code","Communal establishment management and type: Total: All usual residents in communal establishments","Communal establishment management and type: Medical and care establishment","Communal establishment management and type: Medical and care establishment:NHS","Communal establishment management and type: Medical and care establishment: NHS: General hospital","Communal establishment management and type: Medical and care establishment: NHS: Mental health hospital or unit (including secure units)","Communal establishment management and type: Medical and care establishment: NHS: Other hospital","Communal establishment management and type: Medical and care establishment:Local Authority","Communal establishment management and type: Medical and care establishment: Local Authority: Children's home (including secure units)","Communal establishment management and type: Medical and care establishment: Local Authority: Care home with nursing","Communal establishment management and type: Medical and care establishment: Local Authority: Care home without nursing","Communal establishment management and type: Medical and care establishment: Local Authority: Other home","Communal establishment management and type: Medical and care establishment:Registered Social Landlord or Housing Association","Communal establishment management and type: Medical and care establishment: Registered Social Landlord or Housing Association: Home or hostel","Communal establishment management and type: Medical and care establishment:Other","Communal establishment management and type: Medical and care establishment: Other: Care home with nursing","Communal establishment management and type: Medical and care establishment: Other: Care home without nursing","Communal establishment management and type: Medical and care establishment: Other: Children's home (including secure units)","Communal establishment management and type: Medical and care establishment: Other: Mental health hospital or unit (including secure units)","Communal establishment management and type: Medical and care establishment: Other: Other hospital","Communal establishment management and type: Medical and care establishment: Other: Other establishment","Communal establishment management and type: Other establishment","Communal establishment management and type: Other establishment: Defence","Communal establishment management and type: Other establishment: Prison service","Communal establishment management and type: Other establishment: Approved premises (probation or bail hostel)","Communal establishment management and type: Other establishment: Detention centres and other detention","Communal establishment management and type: Other establishment: Education","Communal establishment management and type: Other establishment: Hotel, guest house, B&B or youth hostel","Communal establishment management and type: Other establishment: Hostel or temporary shelter for the homeless","Communal establishment management and type: Other establishment: Holiday accommodation","Communal establishment management and type: Other establishment: Other travel or temporary accommodation","Communal establishment management and type: Other establishment: Religious","Communal establishment management and type: Other establishment: Staff or worker accommodation or Other","Communal establishment management and type: Establishment not stated"
2021,"Greenwich 011","E02000323",85,80,0,0,0,0,0,0,0,0,0,0,0,80,58,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2021,"Greenwich 012","E02000324",68,67,0,0,0,0,6,0,0,6,0,0,0,61,55,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,"Greenwich 014","E02000326",8,6,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021,"Greenwich 015","E02000327",110,35,27,20,7,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,71,71,0,0,0,0,0,0,0,0,0,0,4
2021,"Greenwich 016","E02000328",41,41,0,0,0,0,0,0,0,0,0,0,0,41,31,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Greenwich 017","E02000329",6,6,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Greenwich 019","E02000331",63,45,0,0,0,0,35,0,0,35,0,0,0,10,0,10,0,0,0,0,18,0,0,0,0,14,0,0,0,0,0,4,0
2021,"Greenwich 020","E02000332",41,32,23,0,23,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2021,"Greenwich 021","E02000333",69,37,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16,16
2021,"Greenwich 022","E02000334",10,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Greenwich 023","E02000335",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Greenwich 025","E02000337",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Greenwich 027","E02000339",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2021,"Greenwich 028","E02000340",2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Greenwich 029","E02000341",39,39,0,0,0,0,0,0,0,0,0,0,0,39,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Greenwich 030","E02000342",593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,0,0,0,0,565,0,0,0,0,0,0,28
2021,"Greenwich 031","E02000343",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,"Greenwich 032","E02000344",76,75,0,0,0,0,0,0,0,0,0,0,0,75,67,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,"Hackney 001","E02000345",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021,"Hackney 002","E02000346",118,116,76,0,76,0,0,0,0,0,0,0,0,40,14,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021,"Hackney 003","E02000347",98,96,0,0,0,0,31,0,0,31,0,0,0,65,55,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021,"Hackney 004","E02000348",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,"Hackney 006","E02000350",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Hackney 007","E02000351",39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,27,0,0,0,2,10
2021,"Hackney 008","E02000352",48,42,0,0,0,0,0,0,0,0,0,42,42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5
2021,"Hackney 009","E02000353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Hackney 010","E02000354",21,20,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,"Hackney 011","E02000355",92,90,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021,"Hackney 012","E02000356",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Hackney 013","E02000357",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Hackney 014","E02000358",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,2,22,0,0,0,0,1
2021,"Hackney 015","E02000359",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14,0
2021,"Hackney 016","E02000360",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021,"Hackney 017","E02000361",5,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,"Hackney 018","E02000362",209,149,135,0,135,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,60,0,0,0,0,0,0,60,0,0,0,0,0
2021,"Hackney 019","E02000363",714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,713
2021,"Hackney 020","E02000364",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4
2021,"Hackney 022","E02000366",99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,98,0,0,0,0,0,0,1
2021,"Hackney 023","E02000367",147,38,0,0,0,0,0,0,0,0,0,0,0,38,20,0,0,0,18,0,107,0,0,0,0,89,2,0,0,0,0,16,2
2021,"Hackney 024","E02000368",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,18,0,1
2021,"Hackney 025","E02000369",40,39,39,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,"Hackney 026","E02000370",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,36,0,0,0,0,0,0,2
2021,"Hammersmith and Fulham 001","E02000372",936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,936,0,545,0,0,391,0,0,0,0,0,0,0
2021,"Hammersmith and Fulham 002","E02000373",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,"Hammersmith and Fulham 003","E02000374",217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,0,214,0,0,0,0,0,0,3
2021,"Hammersmith and Fulham 004","E02000375",41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,34,0,0,0,0,0,0,7
2021,"Hammersmith and Fulham 005","E02000376",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0
2021,"Hammersmith and Fulham 006","E02000377",219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,201,0,0,0,0,0,0,18
2021,"Hammersmith and Fulham 007","E02000378",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,7
2021,"Hammersmith and Fulham 008","E02000379",124,98,0,0,0,0,0,0,0,0,0,0,0,98,98,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,21,5
2021,"Hammersmith and Fulham 009","E02000380",11,10,0,0,0,0,0,0,0,0,0,0,0,10,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,"Hammersmith and Fulham 010","E02000381",48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,18,0,0,0,23,7
2021,"Hammersmith and Fulham 011","E02000382",270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,202,0,6,0,0,0,0,62
2021,"Hammersmith and Fulham 012","E02000383",132,94,0,0,0,0,0,0,0,0,0,0,0,94,94,0,0,0,0,0,38,0,0,0,0,4,1,33,0,0,0,0,0
2021,"Hammersmith and Fulham 013","E02000384",207,56,0,0,0,0,0,0,0,0,0,0,0,56,56,0,0,0,0,0,150,0,0,0,0,131,3,0,10,0,0,6,1
2021,"Hammersmith and Fulham 014","E02000385",23,15,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,6
2021,"Hammersmith and Fulham 015","E02000386",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,18,0,0,0,0,2
2021,"Hammersmith and Fulham 016","E02000387",127,24,24,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,93,0,0,0,0,0,0,10
2021,"Hammersmith and Fulham 017","E02000388",39,36,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2021,"Hammersmith and Fulham 018","E02000389",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,5
2021,"Hammersmith and Fulham 019","E02000390",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,"Hammersmith and Fulham 020","E02000391",40,20,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,5
2021,"Hammersmith and Fulham 021","E02000392",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0
2021,"Hammersmith and Fulham 022","E02000393",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Hammersmith and Fulham 023","E02000394",59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,56,3
2021,"Hammersmith and Fulham 024","E02000395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Hammersmith and Fulham 025","E02000396",8,6,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021,"Haringey 001","E02000397",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021,"Haringey 002","E02000398",23,21,0,0,0,0,0,0,0,0,0,0,0,21,0,19,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021,"Haringey 004","E02000400",11,11,0,0,0,0,0,0,0,0,0,0,0,11,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Haringey 005","E02000401",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021,"Haringey 006","E02000402",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021,"Haringey 007","E02000403",13,11,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021,"Haringey 008","E02000404",8,8,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Haringey 009","E02000405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Haringey 010","E02000406",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,"Haringey 011","E02000407",43,37,0,0,0,0,10,0,10,0,0,0,0,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2021,"Haringey 012","E02000408",86,28,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,56,0,0,0,0,56,0,0,0,0,0,0,2
2021,"Haringey 013","E02000409",21,17,0,0,0,0,8,0,0,0,8,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2021,"Haringey 014","E02000410",179,12,0,0,0,0,0,0,0,0,0,0,0,12,0,11,1,0,0,0,167,0,0,0,0,143,24,0,0,0,0,0,0
2021,"Haringey 015","E02000411",878,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,871,0,0,0,0,871,0,0,0,0,0,0,4
2021,"Haringey 016","E02000412",73,9,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,57,0,0,0,0,57,0,0,0,0,0,0,7
2021,"Haringey 017","E02000413",83,51,0,0,0,0,0,0,0,0,0,0,0,51,0,51,0,0,0,0,29,0,0,0,0,0,26,0,0,0,0,3,3
2021,"Haringey 018","E02000414",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2021,"Haringey 019","E02000415",6,6,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Haringey 020","E02000416",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Haringey 021","E02000417",85,29,3,0,3,0,0,0,0,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
2021,"Haringey 022","E02000418",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Haringey 023","E02000419",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,"Haringey 024","E02000420",14,9,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2021,"Haringey 025","E02000421",264,106,0,0,0,0,0,0,0,0,0,0,0,106,106,0,0,0,0,0,156,0,0,0,0,156,0,0,0,0,0,0,2
2021,"Haringey 026","E02000422",59,50,0,0,0,0,5,0,0,5,0,0,0,45,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2021,"Haringey 027","E02000423",36,32,29,0,29,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2021,"Haringey 028","E02000424",62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,62,0,0,0,0,0
2021,"Haringey 029","E02000425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Haringey 030","E02000426",35,11,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,16
2021,"Haringey 031","E02000427",13,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,2
2021,"Haringey 032","E02000428",47,7,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,37,0,0,0,0,0,0,37,0,0,0,0,3
2021,"Haringey 033","E02000429",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Haringey 034","E02000430",11,10,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,"Haringey 035","E02000431",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,"Haringey 036","E02000432",34,30,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2021,"Harrow 001","E02000433",115,73,0,0,0,0,0,0,0,0,0,0,0,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
2021,"Harrow 002","E02000434",70,53,0,0,0,0,0,0,0,0,0,0,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2021,"Harrow 003","E02000435",73,73,0,0,0,0,0,0,0,0,0,0,0,73,47,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Harrow 004","E02000436",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0
2021,"Harrow 005","E02000437",135,135,0,0,0,0,0,0,0,0,0,0,0,135,118,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Harrow 006","E02000438",97,97,0,0,0,0,0,0,0,0,0,0,0,97,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Harrow 007","E02000439",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Harrow 008","E02000440",5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Harrow 009","E02000441",46,46,0,0,0,0,31,0,0,31,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Harrow 010","E02000442",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,1
2021,"Harrow 011","E02000443",65,62,0,0,0,0,0,0,0,0,0,0,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2021,"Harrow 012","E02000444",19,19,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Harrow 013","E02000445",149,138,0,0,0,0,56,0,0,56,0,0,0,82,82,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,2
2021,"Harrow 015","E02000447",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Harrow 016","E02000448",12,12,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Harrow 017","E02000449",14,10,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2021,"Harrow 019","E02000451",30,29,0,0,0,0,0,0,0,0,0,0,0,29,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,"Harrow 020","E02000452",116,77,0,0,0,0,0,0,0,0,0,0,0,77,1,76,0,0,0,0,25,0,0,0,0,0,20,0,0,0,0,5,14
2021,"Harrow 021","E02000453",10,8,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021,"Harrow 022","E02000454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Harrow 023","E02000455",152,87,0,0,0,0,20,0,0,20,0,0,0,67,9,34,0,24,0,0,65,0,0,0,0,0,65,0,0,0,0,0,0
2021,"Harrow 024","E02000456",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Harrow 025","E02000457",9,9,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Harrow 027","E02000459",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2021,"Harrow 028","E02000460",25,23,0,0,0,0,0,0,0,0,0,0,0,23,0,0,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021,"Harrow 029","E02000461",914,67,0,0,0,0,0,0,0,0,0,0,0,67,33,0,0,34,0,0,703,0,0,0,0,703,0,0,0,0,0,0,144
2021,"Harrow 030","E02000462",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021,"Harrow 031","E02000463",12,12,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Havering 001","E02000464",95,95,0,0,0,0,0,0,0,0,0,0,0,95,52,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Havering 002","E02000465",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,"Havering 003","E02000466",168,121,0,0,0,0,0,0,0,0,0,0,0,121,121,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,46,0,1
2021,"Havering 004","E02000467",11,10,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,"Havering 005","E02000468",70,70,0,0,0,0,0,0,0,0,0,0,0,70,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Havering 006","E02000469",69,63,0,0,0,0,0,0,0,0,0,0,0,63,49,14,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0
2021,"Havering 007","E02000470",61,61,0,0,0,0,0,0,0,0,0,0,0,61,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Havering 008","E02000471",3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Havering 009","E02000472",30,28,0,0,0,0,0,0,0,0,0,0,0,28,22,4,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2021,"Havering 010","E02000473",44,42,0,0,0,0,0,0,0,0,0,0,0,42,0,42,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0
2021,"Havering 011","E02000474",49,49,0,0,0,0,0,0,0,0,0,0,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Havering 012","E02000475",126,125,0,0,0,0,0,0,0,0,0,10,10,115,27,88,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2021,"Havering 013","E02000476",94,59,0,0,0,0,0,0,0,0,0,0,0,59,0,39,6,12,0,2,33,0,0,0,0,23,3,0,0,0,0,7,2
2021,"Havering 014","E02000477",10,10,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Havering 015","E02000478",59,59,0,0,0,0,0,0,0,0,0,0,0,59,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Havering 016","E02000479",70,68,0,0,0,0,0,0,0,0,0,0,0,68,53,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021,"Havering 017","E02000480",167,167,3,3,0,0,0,0,0,0,0,0,0,164,126,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Havering 018","E02000481",62,62,0,0,0,0,0,0,0,0,0,0,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Havering 019","E02000482",20,20,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Havering 020","E02000483",28,27,0,0,0,0,0,0,0,0,0,0,0,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,"Havering 021","E02000484",11,11,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Havering 022","E02000485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Havering 023","E02000486",55,53,0,0,0,0,0,0,0,0,0,0,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021,"Havering 024","E02000487",92,92,0,0,0,0,0,0,0,0,0,0,0,92,66,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Havering 025","E02000488",34,34,0,0,0,0,0,0,0,0,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Havering 026","E02000489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Havering 027","E02000490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
