"date","geography","geography code","Age: Total","Age: Aged 4 years and under","Age: Aged 5 to 9 years","Age: Aged 10 to 14 years","Age: Aged 15 to 19 years","Age: Aged 20 to 24 years","Age: Aged 25 to 29 years","Age: Aged 30 to 34 years","Age: Aged 35 to 39 years","Age: Aged 40 to 44 years","Age: Aged 45 to 49 years","Age: Aged 50 to 54 years","Age: Aged 55 to 59 years","Age: Aged 60 to 64 years","Age: Aged 65 to 69 years","Age: Aged 70 to 74 years","Age: Aged 75 to 79 years","Age: Aged 80 to 84 years","Age: Aged 85 years and over"
2021,"Havering 030","E02000493",6735,496,525,452,383,385,487,558,548,451,409,404,433,340,262,207,147,140,108
2021,"Hillingdon 001","E02000494",7959,368,468,450,360,271,369,400,460,616,537,608,533,531,527,511,338,321,291
2021,"Hillingdon 002","E02000495",10415,612,665,639,467,493,697,753,820,855,714,687,606,466,468,494,380,297,302
2021,"Hillingdon 003","E02000496",7799,411,444,465,419,377,450,546,544,513,512,596,547,508,400,397,282,192,196
2021,"Hillingdon 004","E02000497",9521,539,622,648,467,479,526,615,716,772,629,631,631,562,408,404,309,261,302
2021,"Hillingdon 005","E02000498",6375,383,379,369,318,262,324,375,472,418,407,444,429,419,368,383,258,196,171
2021,"Hillingdon 006","E02000499",7729,388,451,429,401,370,370,395,566,543,497,536,568,501,412,420,322,272,288
2021,"Hillingdon 007","E02000500",8278,385,409,468,393,489,493,500,527,570,510,554,621,558,428,469,340,270,294
2021,"Hillingdon 008","E02000501",8473,496,559,502,423,361,484,526,763,672,527,622,589,453,380,369,299,209,239
2021,"Hillingdon 009","E02000502",8928,667,621,524,397,379,596,779,867,780,543,546,448,429,358,309,237,212,236
2021,"Hillingdon 010","E02000503",8688,590,544,503,445,405,491,664,762,707,576,652,639,488,377,317,201,167,160
2021,"Hillingdon 011","E02000504",7641,410,504,484,370,347,373,396,517,605,531,541,533,468,373,392,318,229,250
2021,"Hillingdon 013","E02000506",7960,381,457,442,421,364,454,404,488,601,572,551,559,522,475,434,344,223,268
2021,"Hillingdon 014","E02000507",8241,527,589,602,538,490,442,581,676,675,540,566,519,417,329,280,169,136,165
2021,"Hillingdon 015","E02000508",11948,806,702,553,1291,1293,922,1140,1094,917,686,611,522,381,301,239,180,148,162
2021,"Hillingdon 016","E02000509",10552,618,552,453,983,2099,935,841,730,599,557,469,434,357,329,228,145,116,107
2021,"Hillingdon 017","E02000510",9113,512,572,609,521,611,576,637,691,651,623,646,566,510,386,371,260,183,188
2021,"Hillingdon 018","E02000511",9930,639,686,681,654,603,644,663,792,718,680,704,662,492,333,309,246,217,207
2021,"Hillingdon 019","E02000512",8823,632,564,679,592,590,619,671,696,660,603,595,528,401,283,261,196,138,115
2021,"Hillingdon 020","E02000513",9758,795,846,796,639,553,677,822,817,755,727,611,537,381,255,208,127,100,112
2021,"Hillingdon 021","E02000514",10675,704,782,798,764,714,716,793,894,840,773,608,593,519,364,277,196,155,185
2021,"Hillingdon 022","E02000515",13290,1062,871,820,654,1085,1174,1343,1226,1050,771,830,665,528,354,314,210,156,177
2021,"Hillingdon 023","E02000516",8648,547,611,648,582,536,559,649,659,711,685,595,576,396,318,243,147,107,79
2021,"Hillingdon 024","E02000517",10468,731,774,883,712,627,741,793,865,762,747,661,550,470,366,287,191,123,185
2021,"Hillingdon 025","E02000518",9632,803,658,647,756,608,707,732,692,647,617,647,556,428,336,326,197,142,133
2021,"Hillingdon 026","E02000519",9555,586,728,787,663,657,597,655,698,721,672,594,569,482,356,293,179,160,158
2021,"Hillingdon 027","E02000520",14062,1019,1049,1001,877,924,1126,1239,1295,1117,957,862,713,600,412,315,236,176,144
2021,"Hillingdon 028","E02000521",13190,1034,960,978,846,824,1032,1340,1237,1088,874,760,690,489,365,245,163,132,133
2021,"Hillingdon 029","E02000522",9578,677,731,664,514,564,651,957,840,715,572,598,559,401,347,275,196,155,162
2021,"Hillingdon 030","E02000523",11370,718,761,727,682,845,971,1052,1013,906,814,710,618,471,393,264,180,140,105
2021,"Hillingdon 031","E02000524",7533,490,486,426,339,472,603,689,687,598,503,541,472,377,252,231,141,112,114
2021,"Hillingdon 032","E02000525",10061,708,758,764,565,577,796,869,911,836,719,691,540,421,272,270,141,119,104
2021,"Hounslow 001","E02000526",8640,405,462,484,445,461,630,728,742,739,654,672,577,418,357,331,235,139,161
2021,"Hounslow 004","E02000529",9715,646,734,648,603,596,690,889,794,744,662,606,515,477,398,290,180,135,108
2021,"Hounslow 005","E02000530",8118,579,671,698,603,556,521,650,638,668,498,485,486,347,246,189,118,94,71
2021,"Hounslow 006","E02000531",11583,705,697,633,544,621,870,1223,1085,944,781,796,744,564,438,345,244,198,151
2021,"Hounslow 007","E02000532",8977,497,519,559,476,446,532,506,620,844,679,662,636,529,431,405,296,173,167
2021,"Hounslow 008","E02000533",8402,451,548,536,408,363,520,682,642,658,702,653,531,426,410,379,215,157,121
2021,"Hounslow 009","E02000534",8559,505,523,512,446,463,631,717,738,767,682,593,430,376,324,303,222,196,131
2021,"Hounslow 010","E02000535",10049,558,629,627,561,632,701,824,847,754,677,606,546,573,493,352,292,165,212
2021,"Hounslow 011","E02000536",10843,645,723,657,697,657,808,936,922,845,770,706,561,531,449,336,219,191,190
2021,"Hounslow 012","E02000537",9846,546,529,542,439,701,921,850,939,792,647,677,492,436,393,316,246,202,178
2021,"Hounslow 013","E02000538",10105,599,635,601,564,668,889,872,902,783,795,697,502,481,397,276,198,137,109
2021,"Hounslow 014","E02000539",12223,808,836,828,660,645,768,1163,1251,1179,980,768,648,517,340,318,228,141,145
2021,"Hounslow 015","E02000540",12119,897,834,752,588,687,927,1194,1215,1079,886,703,633,509,343,322,230,170,150
2021,"Hounslow 016","E02000541",10621,720,688,609,645,594,684,919,994,899,825,665,565,516,396,311,273,165,153
2021,"Hounslow 017","E02000542",12305,892,882,783,719,756,846,1193,1197,1052,879,728,569,518,396,334,211,183,167
2021,"Hounslow 018","E02000543",14000,1124,967,841,713,709,1204,1487,1619,1264,1008,800,664,495,342,289,204,147,123
2021,"Hounslow 019","E02000544",8559,427,523,494,480,459,533,610,716,757,565,555,571,541,415,367,235,151,160
2021,"Hounslow 020","E02000545",9237,602,721,633,606,423,616,698,779,780,697,553,580,414,366,322,188,123,136
2021,"Hounslow 021","E02000546",10427,629,739,747,640,675,740,822,932,818,874,713,517,437,402,280,194,149,119
2021,"Hounslow 022","E02000547",11001,724,726,753,608,648,794,953,924,796,762,701,669,494,427,414,248,199,161
2021,"Hounslow 023","E02000548",10577,723,747,844,621,621,679,943,934,848,695,664,628,537,313,308,177,150,145
2021,"Hounslow 024","E02000549",12536,696,717,824,828,759,950,945,977,1025,897,859,811,633,467,402,302,227,217
2021,"Hounslow 025","E02000550",10714,700,802,831,660,642,732,929,1025,971,751,727,648,452,298,246,131,96,73
2021,"Hounslow 026","E02000551",9752,691,717,792,610,582,675,730,795,784,706,664,522,471,339,273,197,109,95
2021,"Hounslow 027","E02000552",9260,617,712,642,595,601,563,708,853,805,716,642,563,372,281,233,150,100,107
2021,"Hounslow 028","E02000553",7118,450,530,523,394,382,428,443,546,582,555,482,464,355,294,291,164,121,114
2021,"Islington 001","E02000554",9356,545,520,560,468,666,1004,964,828,706,608,607,568,433,285,257,129,127,81
2021,"Islington 002","E02000555",9572,479,481,555,442,779,1131,983,772,654,596,652,553,411,341,266,224,133,120
2021,"Islington 003","E02000556",11392,576,505,450,553,979,1709,1572,1025,741,663,655,538,473,318,269,144,109,113
2021,"Islington 004","E02000557",8783,415,389,445,336,689,1013,1017,798,710,531,581,497,420,295,200,202,132,113
2021,"Islington 005","E02000558",9432,603,541,570,516,830,1179,964,749,595,618,535,515,370,251,222,149,115,110
2021,"Islington 006","E02000559",9582,539,472,518,467,557,1293,1217,937,693,710,525,531,343,274,191,133,90,92
2021,"Islington 007","E02000560",7356,332,308,264,244,792,1270,980,673,515,433,415,324,228,171,142,111,83,71
2021,"Islington 008","E02000561",7389,325,323,381,397,467,869,829,559,532,486,516,451,344,284,253,182,104,87
2021,"Islington 009","E02000562",7863,400,374,369,366,426,926,1084,691,593,506,470,494,314,237,247,160,93,113
2021,"Islington 010","E02000563",8683,420,484,438,454,821,1029,1006,678,656,484,513,498,355,304,225,133,98,87
2021,"Islington 011","E02000564",12420,601,503,417,520,1239,2038,2005,1271,824,682,584,514,415,280,197,146,96,88
2021,"Islington 012","E02000565",8541,420,459,456,482,640,1076,1095,804,660,438,544,464,338,212,176,102,102,73
2021,"Islington 013","E02000566",8554,496,370,386,300,547,1193,1131,783,601,503,506,514,341,281,248,162,95,97
2021,"Islington 014","E02000567",10439,550,435,445,359,584,1396,1539,1007,783,565,678,647,477,317,252,174,113,118
2021,"Islington 015","E02000568",11339,549,583,535,674,1351,1424,1327,1049,739,557,570,625,403,307,222,155,149,120
2021,"Islington 016","E02000569",9939,576,518,523,427,625,1226,1173,860,659,617,628,579,443,303,304,212,133,133
2021,"Islington 017","E02000570",8286,422,324,331,285,484,1115,1249,743,561,449,538,465,374,298,287,161,135,65
2021,"Islington 018","E02000571",8927,612,368,358,443,575,1166,1141,837,626,456,631,546,338,253,226,149,106,96
2021,"Islington 019","E02000572",8603,412,446,489,519,1045,1015,841,644,518,449,502,465,401,272,221,146,111,107
2021,"Islington 020","E02000573",10313,516,360,342,439,796,1735,1503,934,617,526,574,510,453,313,277,194,108,116
2021,"Islington 021","E02000574",7832,294,247,226,520,931,1012,1001,649,445,429,475,451,345,251,241,119,97,99
2021,"Islington 022","E02000575",11312,584,407,388,773,1454,1527,1469,843,710,619,618,574,434,281,228,167,109,127
2021,"Islington 023","E02000576",10672,544,552,512,648,1198,1405,1223,870,663,680,580,506,366,304,245,137,118,121
2021,"Kensington and Chelsea 001","E02000577",7710,304,323,432,490,850,723,617,525,488,574,519,545,384,285,264,154,129,104
2021,"Kensington and Chelsea 002","E02000578",6014,331,345,354,461,367,448,471,453,352,392,421,411,394,218,228,155,114,99
2021,"Kensington and Chelsea 003","E02000579",8993,514,488,432,492,568,841,701,660,536,594,703,673,555,419,320,226,136,135
2021,"Kensington and Chelsea 004","E02000580",7897,282,291,324,305,499,798,825,653,608,512,520,625,519,391,286,228,159,72
2021,"Kensington and Chelsea 005","E02000581",7392,297,390,409,497,654,559,557,419,425,498,577,563,450,291,295,253,133,125
2021,"Kensington and Chelsea 006","E02000582",6539,289,254,232,246,460,723,733,554,428,439,468,436,307,248,236,173,150,163
2021,"Kensington and Chelsea 007","E02000583",6429,277,285,289,250,376,543,588,494,521,436,477,573,397,255,243,189,150,86
2021,"Kensington and Chelsea 008","E02000584",7171,343,398,372,334,507,479,552,551,502,633,560,517,335,285,295,214,163,131
2021,"Kensington and Chelsea 009","E02000585",8088,373,413,508,424,532,638,544,686,641,593,674,611,404,281,237,260,135,134
2021,"Kensington and Chelsea 010","E02000586",6474,249,253,336,277,650,700,486,427,443,460,474,476,435,229,233,165,100,81
2021,"Kensington and Chelsea 011","E02000587",6493,281,294,317,256,513,519,477,476,397,608,490,562,322,287,267,178,124,125
2021,"Kensington and Chelsea 012","E02000588",5983,243,265,234,224,533,485,477,407,432,501,621,398,306,230,210,161,130,126
2021,"Kensington and Chelsea 013","E02000589",7247,258,272,223,298,990,835,713,589,518,572,588,396,299,201,200,145,84,66
2021,"Kensington and Chelsea 014","E02000590",5970,222,214,246,277,522,542,478,378,342,414,441,451,441,297,245,184,143,133
2021,"Kensington and Chelsea 015","E02000591",6210,249,229,247,235,707,713,610,530,420,405,441,360,288,217,234,174,85,66
2021,"Kensington and Chelsea 016","E02000592",5764,272,245,261,231,570,610,529,419,390,443,416,388,286,198,188,134,91,93
2021,"Kensington and Chelsea 017","E02000593",7396,395,274,219,342,1003,712,698,606,475,447,636,515,256,240,236,165,100,77
2021,"Kensington and Chelsea 018","E02000594",6483,202,234,226,229,357,429,443,343,376,428,628,517,416,437,458,301,220,239
2021,"Kensington and Chelsea 019","E02000595",6163,287,304,239,238,419,513,453,422,460,372,476,512,345,287,305,226,160,145
2021,"Kensington and Chelsea 020","E02000596",6616,234,272,247,299,682,756,653,542,392,474,459,423,297,234,214,167,134,137
2021,"Kensington and Chelsea 021","E02000597",6336,264,321,336,301,443,499,472,431,444,403,494,493,391,323,277,172,149,123
2021,"Kingston upon Thames 001","E02000598",8093,360,656,749,530,312,255,260,427,711,752,681,618,490,352,380,231,155,174
2021,"Kingston upon Thames 002","E02000599",7009,252,390,505,507,412,384,286,322,415,484,581,496,447,371,389,277,216,275
2021,"Kingston upon Thames 003","E02000600",8360,512,597,603,413,488,589,686,694,681,718,522,419,342,284,300,227,134,151
2021,"Kingston upon Thames 004","E02000601",11906,776,880,877,624,596,712,991,987,1175,1057,846,668,485,372,314,258,157,131
2021,"Kingston upon Thames 005","E02000602",10309,665,639,628,699,1255,793,880,853,750,700,591,473,352,348,281,169,127,106
2021,"Kingston upon Thames 006","E02000603",8640,492,524,640,671,698,571,631,611,660,628,627,498,381,322,281,180,103,122
2021,"Kingston upon Thames 007","E02000604",9245,586,605,652,478,421,490,659,762,840,747,652,616,448,403,339,221,159,167
2021,"Kingston upon Thames 008","E02000605",8488,487,575,570,446,392,426,495,582,735,687,634,578,456,383,354,280,189,219
2021,"Kingston upon Thames 009","E02000606",10558,570,456,351,406,1414,1086,1082,995,854,703,565,468,418,320,346,215,155,154
2021,"Kingston upon Thames 010","E02000607",6792,378,397,381,525,705,370,460,543,537,473,469,391,310,228,231,170,119,105
2021,"Kingston upon Thames 011","E02000608",7202,400,275,239,323,604,824,937,759,571,566,437,302,258,186,205,139,89,88
2021,"Kingston upon Thames 012","E02000609",7629,350,445,506,479,445,408,399,442,547,594,533,573,473,378,408,263,208,178
2021,"Kingston upon Thames 013","E02000610",7955,451,418,317,276,486,819,924,785,703,531,463,383,335,264,272,196,138,194
2021,"Kingston upon Thames 014","E02000611",7443,376,515,509,446,373,292,276,464,572,563,571,478,472,409,419,302,206,200
2021,"Kingston upon Thames 015","E02000612",8255,444,476,479,412,409,424,472,550,635,580,570,553,502,446,506,313,246,238
2021,"Kingston upon Thames 016","E02000613",8096,568,582,506,384,337,501,601,755,678,681,558,461,335,290,291,228,158,182
2021,"Kingston upon Thames 017","E02000614",9294,567,599,618,567,596,679,667,741,724,651,656,601,451,378,312,205,143,139
2021,"Kingston upon Thames 018","E02000615",7881,426,520,532,459,411,465,472,561,582,583,598,552,463,320,349,259,159,170
2021,"Kingston upon Thames 019","E02000616",6060,360,391,361,314,294,333,479,489,488,414,440,417,340,265,267,175,125,108
2021,"Kingston upon Thames 020","E02000617",8862,538,569,563,489,512,566,631,658,633,578,642,645,461,408,358,247,195,169
2021,"Lambeth 002","E02000619",9100,464,472,507,451,685,1057,862,671,663,602,616,636,425,337,279,156,127,90
2021,"Lambeth 003","E02000620",9845,385,404,442,463,993,1435,980,827,646,588,709,634,426,285,201,176,139,112
2021,"Lambeth 004","E02000621",12521,434,335,388,575,1583,2330,1661,1023,824,718,670,584,442,311,226,145,131,141
2021,"Lambeth 005","E02000622",8403,355,297,321,373,849,1450,942,701,491,472,561,498,371,300,164,107,80,71
2021,"Lambeth 006","E02000623",7860,285,397,454,446,649,920,710,567,526,566,619,540,378,284,178,155,92,94
2021,"Lambeth 007","E02000624",9631,416,427,429,420,817,1669,1238,893,591,560,610,513,382,241,185,92,82,66
2021,"Lambeth 008","E02000625",9305,454,474,577,475,914,1454,967,708,622,580,655,477,390,215,144,70,69,60
2021,"Lambeth 009","E02000626",8361,414,495,552,515,626,790,805,622,658,597,669,606,407,243,114,111,78,59
2021,"Lambeth 010","E02000627",9553,418,386,407,483,1046,1625,1142,769,617,515,556,482,357,240,190,125,103,92
2021,"Lambeth 011","E02000628",10785,421,481,528,581,1118,1566,1300,794,608,668,694,631,523,274,232,154,122,90
2021,"Lambeth 012","E02000629",9120,332,335,294,258,1057,1955,1254,641,556,507,507,435,357,202,160,103,81,86
2021,"Lambeth 013","E02000630",7539,297,310,272,225,738,1383,915,651,509,437,397,385,286,240,195,142,92,65
2021,"Lambeth 014","E02000631",9523,478,454,539,574,773,1265,1066,692,651,637,606,598,367,288,212,140,103,80
2021,"Lambeth 015","E02000632",9590,239,196,215,182,1355,2725,1403,704,512,400,457,367,275,187,129,93,89,62
2021,"Lambeth 016","E02000633",9158,397,407,414,430,880,1567,1079,705,508,522,588,560,388,257,175,122,84,75
2021,"Lambeth 017","E02000634",6775,264,270,290,279,706,1295,722,501,357,355,411,373,330,188,150,110,75,99
2021,"Lambeth 018","E02000635",9818,431,445,395,363,736,1607,1373,844,642,616,625,617,434,235,188,109,102,56
2021,"Lambeth 019","E02000636",7717,417,366,367,223,749,1436,878,546,541,488,415,402,276,168,187,106,71,81
2021,"Lambeth 020","E02000637",8404,362,257,306,292,667,1704,1167,736,557,457,498,479,295,213,152,105,84,73
2021,"Lambeth 021","E02000638",10255,485,460,459,438,887,1589,1290,849,798,651,664,569,376,212,170,152,108,98
2021,"Lambeth 022","E02000639",8322,339,357,392,426,664,1034,1013,759,623,571,606,556,360,222,161,97,84,58
2021,"Lambeth 023","E02000640",9292,556,508,430,332,766,1648,1106,737,678,547,476,420,306,240,190,154,110,88
2021,"Lambeth 024","E02000641",8629,471,550,620,631,582,837,769,650,661,583,656,557,375,242,173,87,99,86
2021,"Lambeth 025","E02000642",9808,535,563,576,511,560,928,963,873,756,709,695,596,466,327,311,195,120,124
2021,"Lambeth 026","E02000643",9378,478,468,462,454,559,1160,1346,891,783,622,583,498,351,240,175,115,89,104
2021,"Lambeth 027","E02000644",8521,524,513,484,409,446,807,987,830,788,635,598,441,351,207,198,111,98,94
2021,"Lambeth 028","E02000645",9534,604,548,564,431,442,857,1100,874,786,765,670,625,441,261,248,146,91,81
2021,"Lambeth 029","E02000646",9499,478,499,487,338,534,1189,1126,922,787,727,612,540,332,291,220,169,131,117
2021,"Lambeth 030","E02000647",8592,576,516,461,443,421,697,774,716,641,657,634,565,403,350,259,173,163,143
2021,"Lambeth 031","E02000648",7822,529,543,571,511,435,518,662,645,593,598,644,466,324,249,193,163,91,87
2021,"Lambeth 032","E02000649",12472,723,630,609,451,767,1570,1634,1409,1028,886,801,624,410,304,224,160,121,121
2021,"Lambeth 033","E02000650",7663,483,488,462,370,380,624,844,687,634,544,559,475,390,248,179,102,120,74
2021,"Lambeth 034","E02000651",8742,549,438,470,358,433,857,1000,775,723,630,562,525,415,320,254,177,143,113
2021,"Lambeth 035","E02000652",7563,439,409,450,467,513,619,676,610,582,553,439,466,399,279,221,165,143,133
2021,"Lewisham 001","E02000653",12613,652,607,639,682,1047,1832,1960,1336,826,710,720,575,392,238,145,109,86,57
2021,"Lewisham 002","E02000654",8790,484,566,609,497,693,1040,1017,729,586,510,604,535,336,207,140,78,104,55
2021,"Lewisham 003","E02000655",10282,608,625,543,578,1044,1258,1137,930,820,636,592,548,370,218,132,103,70,70
2021,"Lewisham 005","E02000657",9906,488,532,444,654,1177,1238,1064,838,733,670,537,447,362,222,170,139,121,70
2021,"Lewisham 006","E02000658",8618,409,436,420,386,763,1024,1004,675,596,627,583,558,408,268,174,119,81,87
2021,"Lewisham 007","E02000659",8062,430,465,426,352,475,847,932,810,645,565,551,473,317,236,195,147,103,93
2021,"Lewisham 008","E02000660",8206,470,428,359,348,527,1069,1153,881,627,594,480,433,285,171,153,111,65,52
2021,"Lewisham 009","E02000661",6494,380,358,294,251,320,555,652,564,560,464,487,446,312,219,219,162,127,124
2021,"Lewisham 010","E02000662",8297,549,518,539,418,505,796,957,741,678,573,538,498,379,239,122,115,78,54
2021,"Lewisham 011","E02000663",6798,383,343,350,285,488,668,707,647,484,483,490,460,344,209,155,142,85,75
2021,"Lewisham 013","E02000665",8154,544,525,431,380,358,655,818,752,719,661,603,473,357,242,233,163,129,111
2021,"Lewisham 014","E02000666",7191,473,433,409,345,468,661,679,623,585,565,474,436,304,219,165,135,104,113
2021,"Lewisham 015","E02000667",6689,485,447,352,366,344,516,623,656,648,458,416,408,283,195,185,131,96,80
2021,"Lewisham 016","E02000668",6859,564,470,442,348,289,406,597,632,608,518,462,406,319,245,203,162,91,97
2021,"Lewisham 017","E02000669",7973,639,452,372,331,331,715,996,897,780,526,500,450,318,193,167,138,94,74
2021,"Lewisham 018","E02000670",6707,476,395,377,322,363,604,700,639,541,471,466,419,289,179,146,113,87,120
2021,"Lewisham 019","E02000671",8744,686,552,435,345,373,785,935,927,798,708,527,445,391,275,205,128,134,95
2021,"Lewisham 020","E02000672",10272,795,602,544,488,534,935,1127,1071,879,757,670,616,412,283,184,140,121,114
2021,"Lewisham 021","E02000673",8138,481,481,459,364,328,757,967,744,680,649,561,462,398,275,200,148,96,88
2021,"Lewisham 022","E02000674",8455,613,516,444,503,563,516,640,640,665,535,666,689,462,283,234,187,150,149
2021,"Lewisham 023","E02000675",8528,556,534,517,403,420,596,680,760,681,577,530,560,505,384,317,207,144,157
2021,"Lewisham 024","E02000676",7817,566,520,423,322,393,557,890,844,639,583,505,479,345,255,180,131,97,88
2021,"Lewisham 025","E02000677",7210,458,444,382,372,408,536,539,536,533,452,520,565,432,295,249,157,199,133
2021,"Lewisham 026","E02000678",6960,507,435,586,461,416,498,446,577,541,491,483,474,377,231,140,119,94,84
2021,"Lewisham 027","E02000679",8132,575,552,524,375,403,689,742,779,694,543,493,542,335,274,222,150,106,134
2021,"Lewisham 028","E02000680",7034,480,460,487,349,356,536,719,602,551,569,483,402,324,207,192,127,93,97
2021,"Lewisham 029","E02000681",8477,587,532,568,497,487,563,604,675,637,546,607,636,513,333,293,153,141,105
2021,"Lewisham 030","E02000682",8930,531,656,759,698,619,584,586,633,618,577,633,653,433,300,253,153,123,121
2021,"Lewisham 031","E02000683",6766,430,425,407,406,380,527,561,533,492,425,524,502,342,223,200,158,109,122
2021,"Lewisham 033","E02000685",8133,499,538,544,439,408,534,731,748,675,570,585,491,371,272,248,182,156,142
2021,"Lewisham 034","E02000686",7536,511,549,608,497,407,552,580,593,586,492,587,566,415,223,136,104,76,54
2021,"Lewisham 035","E02000687",8262,568,501,479,360,352,578,784,785,716,597,566,566,387,296,283,177,119,148
2021,"Merton 001","E02000689",9054,740,636,557,389,440,759,917,833,810,662,607,435,375,298,237,178,96,85
2021,"Merton 002","E02000690",5521,218,297,371,284,194,221,189,247,378,452,408,420,410,364,360,291,199,218
2021,"Merton 003","E02000691",7358,423,411,428,312,358,743,778,674,617,540,495,417,330,242,224,134,102,130
2021,"Merton 004","E02000692",7654,386,388,340,270,254,703,743,644,643,575,511,431,398,341,368,226,205,228
2021,"Merton 005","E02000693",9853,601,435,331,260,562,1353,1530,1145,845,633,557,418,332,255,222,126,121,127
2021,"Merton 006","E02000694",9101,723,553,424,268,435,914,1135,1045,843,678,530,397,332,264,241,132,89,98
2021,"Merton 007","E02000695",8637,531,437,448,410,535,821,796,771,721,544,545,522,449,316,266,224,170,131
2021,"Merton 008","E02000696",8631,528,488,455,416,534,980,998,839,743,563,573,473,357,235,204,100,87,58
2021,"Merton 009","E02000697",8724,631,464,405,273,418,1022,1047,1031,833,665,493,442,260,235,219,112,95,79
2021,"Merton 010","E02000698",8236,451,564,628,476,267,404,446,545,710,721,637,515,416,400,388,277,191,200
2021,"Merton 011","E02000699",8213,589,617,480,314,311,594,738,839,813,634,535,403,345,282,253,172,144,150
2021,"Merton 012","E02000700",8662,527,576,578,492,496,761,831,765,719,604,611,490,430,270,217,137,101,57
2021,"Merton 013","E02000701",9012,526,557,587,557,487,684,736,753,789,673,608,531,473,336,268,202,119,126
2021,"Merton 014","E02000702",9324,682,668,707,602,509,634,797,877,736,650,629,487,435,309,228,152,120,102
2021,"Merton 015","E02000703",7960,410,509,564,401,374,421,479,505,673,642,598,515,410,390,397,272,218,182
2021,"Merton 016","E02000704",8604,604,486,412,325,391,769,942,950,761,615,493,440,339,289,278,185,142,183
2021,"Merton 017","E02000705",9328,498,591,598,545,546,671,745,789,761,623,640,582,472,417,289,233,178,150
2021,"Merton 018","E02000706",10033,716,746,777,624,604,718,828,859,854,713,672,596,460,291,204,142,108,121
2021,"Merton 019","E02000707",8307,492,571,631,602,575,603,595,573,546,566,580,617,487,271,244,135,117,102
2021,"Merton 020","E02000708",8886,559,589,567,465,415,529,607,776,795,709,608,557,455,376,343,218,169,149
2021,"Merton 021","E02000709",7976,467,508,510,398,383,402,442,613,695,564,551,545,469,377,362,262,220,208
2021,"Merton 022","E02000710",9186,572,560,581,462,519,672,731,737,669,620,620,573,465,349,361,252,226,217
2021,"Merton 023","E02000711",9446,603,594,605,494,543,764,914,894,826,658,646,566,418,267,239,146,141,128
2021,"Merton 024","E02000712",9661,586,612,690,582,614,625,666,705,750,701,749,637,497,351,320,213,183,180
2021,"Merton 025","E02000713",7805,466,440,494,457,408,446,513,548,583,517,584,573,441,354,372,238,194,177
2021,"Newham 001","E02000714",7712,563,496,498,449,551,666,716,774,644,530,452,444,326,233,137,99,66,68
2021,"Newham 002","E02000715",7298,590,606,658,583,555,472,578,537,608,496,429,335,287,198,119,93,68,86
2021,"Newham 003","E02000716",7349,547,533,566,528,448,526,677,730,614,494,397,366,281,232,166,93,81,70
2021,"Newham 004","E02000717",8357,609,712,702,599,560,641,755,729,703,585,454,364,299,233,157,91,83,81
2021,"Newham 005","E02000718",7407,552,652,658,633,573,542,524,617,591,508,454,324,254,173,127,82,74,69
2021,"Newham 006","E02000719",8075,506,465,447,436,623,770,896,812,693,593,499,403,324,217,146,107,76,62
2021,"Newham 007","E02000720",7491,558,509,477,491,519,675,679,695,568,443,397,409,370,256,184,107,87,67
2021,"Newham 008","E02000721",9544,709,715,703,679,740,782,898,888,773,617,537,430,337,256,192,106,94,88
2021,"Newham 009","E02000722",8141,453,426,431,401,695,915,963,799,661,558,495,374,338,200,177,86,81,88
2021,"Newham 010","E02000723",11193,855,749,692,634,877,1035,1061,1048,805,674,643,542,518,410,206,159,150,135
2021,"Newham 011","E02000724",10029,813,776,757,711,841,812,902,828,719,651,536,511,402,282,164,142,110,72
2021,"Newham 012","E02000725",9988,637,533,443,439,1086,1334,1295,922,739,539,540,432,374,237,152,121,91,74
2021,"Newham 014","E02000727",8519,600,650,665,570,676,736,741,752,727,589,477,384,315,260,156,84,71,66
2021,"Newham 015","E02000728",8525,553,606,592,551,599,734,801,738,693,688,595,381,333,259,165,108,78,51
2021,"Newham 016","E02000729",7326,600,492,408,394,450,664,754,685,569,540,411,338,276,282,205,102,89,67
2021,"Newham 017","E02000730",9929,882,628,586,510,769,832,1108,991,902,560,449,388,415,301,235,148,125,100
2021,"Newham 018","E02000731",9960,684,763,733,699,736,795,853,899,869,676,581,428,371,295,235,131,119,93
2021,"Newham 019","E02000732",8900,673,654,631,754,722,756,813,750,631,663,538,383,313,208,139,124,98,50
2021,"Newham 020","E02000733",10095,605,549,607,661,881,1115,1005,839,782,630,607,592,415,285,229,139,87,67
2021,"Newham 021","E02000734",7300,426,438,463,461,547,651,772,611,577,491,543,425,305,188,157,87,96,62
2021,"Newham 022","E02000735",8610,576,626,628,554,652,747,848,760,654,579,554,368,306,229,202,136,103,88
2021,"Newham 023","E02000736",9205,644,781,807,738,677,653,677,763,719,724,589,473,346,203,164,110,70,67
2021,"Newham 024","E02000737",10381,674,829,876,786,795,731,704,756,906,782,771,535,397,351,211,115,98,64
2021,"Newham 025","E02000738",9582,728,730,747,665,641,781,848,872,835,652,664,466,306,240,151,105,85,66
2021,"Newham 026","E02000739",7726,524,488,519,535,608,758,758,600,590,582,458,431,300,204,171,87,64,49
2021,"Newham 027","E02000740",6767,404,428,375,406,574,661,667,578,559,477,464,367,290,187,143,73,67,47
2021,"Newham 028","E02000741",8246,516,627,690,540,540,633,696,709,679,611,556,443,353,252,169,98,84,50
