"date","geography","geography code","Number of cars or vans: Total: All households","Number of cars or vans: No cars or vans in household","Number of cars or vans: 1 car or van in household","Number of cars or vans: 2 cars or vans in household","Number of cars or vans: 3 or more cars or vans in household"
2021,"Greenwich 033","E02006786",2876,1077,1278,403,118
2021,"Bromley 041","E02006787",3091,647,1578,674,192
2021,"Croydon 045","E02006788",2895,924,1391,481,99
2021,"Bromley 042","E02006789",2789,320,981,959,529
2021,"Ealing 040","E02006791",3450,1526,1567,319,38
2021,"Hounslow 029","E02006792",4145,2003,1678,392,72
2021,"Enfield 037","E02006793",3390,1557,1358,382,93
2021,"Haringey 037","E02006794",3125,1874,1035,187,29
2021,"Harrow 032","E02006795",2644,485,1219,736,204
2021,"Hillingdon 033","E02006796",3579,693,1739,861,286
2021,"Lewisham 039","E02006798",3777,2390,1136,220,31
2021,"Barking and Dagenham 023","E02006799",3890,1136,1871,677,206
2021,"Redbridge 034","E02006800",4513,1335,2035,824,319
2021,"Lambeth 036","E02006801",3711,2715,871,103,22
2021,"Southwark 034","E02006802",3937,2886,923,105,23
2021,"Sutton 025","E02006836",3210,368,1314,1075,453
2021,"Tower Hamlets 032","E02006853",5040,3815,1073,122,30
2021,"Tower Hamlets 033","E02006854",3528,2617,797,97,17
2021,"Harrow 033","E02006882",4396,659,1912,1321,504
2021,"Hackney 028","E02006918",3170,1936,1064,143,27
2021,"Hackney 029","E02006921",2782,1707,913,147,15
2021,"Redbridge 035","E02006924",4097,1125,1692,882,398
2021,"Redbridge 036","E02006925",4188,634,1703,1291,560
2021,"Greenwich 034","E02006927",5086,1905,2383,605,193
2021,"Greenwich 035","E02006928",5265,3375,1649,222,19
2021,"Greenwich 037","E02006930",4226,2130,1780,269,47
2021,"Greenwich 038","E02006931",4137,1999,1780,305,53
2021,"Southwark 035","E02006941",2984,2001,840,115,28
2021,"Southwark 036","E02006942",3359,2490,773,88,8
2021,"Barnet 042","E02006953",3856,1847,1728,239,42
2021,"Barnet 043","E02006954",3720,1522,1640,441,117
2021,"Brent 035","E02006955",2707,1782,765,130,30
2021,"Brent 036","E02006956",2505,996,990,374,145
2021,"Ealing 041","E02006968",3558,1370,1538,510,140
2021,"Ealing 042","E02006969",2976,1535,1206,184,51
2021,"Ealing 043","E02006970",2028,981,741,239,67
2021,"Ealing 044","E02006971",2224,722,887,424,191
2021,"Hounslow 030","E02006972",2334,937,1115,240,42
2021,"Hounslow 031","E02006973",3726,1584,1757,323,62
2021,"Croydon 046","E02006987",3879,2640,1105,117,17
2021,"Croydon 047","E02006988",3307,1579,1432,246,50
2021,"Greenwich 039","E02006991",3233,2089,1052,78,14
2021,"Greenwich 040","E02006992",3771,2214,1378,149,30
2021,"Greenwich 041","E02006993",3625,2306,1180,117,22
2021,"Greenwich 042","E02006994",3284,1973,1093,182,36
2021,"Newham 038","E02006995",3237,2211,916,96,14
2021,"Newham 039","E02006996",3158,2092,924,121,21
2021,"Newham 040","E02006997",3229,2287,841,84,17
2021,"Newham 041","E02006998",2668,1301,1119,213,35
2021,"Newham 042","E02006999",5053,3039,1768,215,31
2021,"Lewisham 040","E02007008",2660,1948,641,57,14
2021,"Lewisham 041","E02007009",3987,2402,1309,236,40
2021,"Redbridge 037","E02007017",2761,543,1307,694,217
2021,"Redbridge 038","E02007018",2529,809,1202,396,122
2021,"Redbridge 039","E02007019",2406,1322,867,178,39
2021,"Redbridge 040","E02007020",2723,861,1162,528,172
2021,"Wandsworth 038","E02007083",4105,2906,1101,84,14
2021,"Wandsworth 039","E02007084",4137,2670,1258,181,28
2021,"Hackney 030","E02007108",2802,2114,627,54,7
2021,"Hackney 031","E02007109",3302,2050,1058,162,32
2021,"Hackney 032","E02007110",3361,2642,635,73,11
2021,"Hackney 033","E02007111",2816,2284,481,44,7
2021,"Tower Hamlets 034","E02007112",2917,2244,600,55,18
2021,"Tower Hamlets 035","E02007113",3267,2304,866,91,6
2021,"Tower Hamlets 036","E02007114",3032,2073,840,108,11
2021,"Camden 029","E02007115",4469,3534,838,80,17
